query_id,unit_id,class,gold,gold_year,volatility,request_t_s,version_at_t,unit_snapshot_round,orig_n_pages,orig_evidence_chars,orig_llama8b,orig_llama8b_raw,orig_qwen7b,orig_qwen7b_raw,orig_final,rev_mode,rev_evidence_chars,rev_llama8b,rev_qwen7b,rev_mistral7b,rev_majority,fidelity,in_107,in_57,evidence_pages_fetched_at
p_q_180c42e7_2,q_180c42e7@rerun_24h,TEMPORALLY_AMBIGUOUS,Al Husn,2023,VOLATILE,528282.9563666914,rerun_24h,rerun_24h,1,591,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,591,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T13:44:37.702960+00:00
p_q_3cff3dce_2,q_3cff3dce@rerun_24h,TEMPORALLY_AMBIGUOUS,Max Clark baseball,2023,VOLATILE,376901.764680841,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence lists the",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,3935,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-02T17:24:34.975020+00:00
p_q_33b33ec1_2,q_33b33ec1@rerun_24h,TEMPORALLY_AMBIGUOUS,Mal Viver,2023,VOLATILE,434763.15663644456,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,2813,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T14:46:19.719178+00:00
p_q_23194df6_1,q_23194df6@rerun_12h,TEMPORALLY_AMBIGUOUS,Abigail Elaine Stewart,2023,VOLATILE,73886.38527547446,rerun_12h,rerun_12h,1,621,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,621,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T02:50:04.885844+00:00
p_q_52957594_0,q_52957594@rerun_24h,CONTRADICTED,Hip Hop Treasures,2023,VOLATILE,306048.83858943824,rerun_24h,rerun_24h,1,324,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,324,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T15:59:07.012218+00:00
p_q_51c973e7_3,q_51c973e7@rerun_24h,UNVERIFIABLE,Damian Lillard,2023,SINGLE_YEAR,202480.460487602,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence indicates that",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,5096,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-05-17T00:19:50.503967+00:00|2026-06-02T16:59:15.173798+00:00|2026-05-21T06:35:32.308548+00:00
p_q_6657182b_0,q_6657182b@rerun_24h,TEMPORALLY_AMBIGUOUS,Justin Burnett,2023,VOLATILE,358847.4654515924,rerun_24h,rerun_24h,1,844,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,844,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,SAME,0,0,2026-06-02T17:13:06.339950+00:00
p_q_2f36649c_0,q_2f36649c@rerun_12h,TEMPORALLY_AMBIGUOUS,Killers of the Flower Moon,2023,VOLATILE,45168.85547441113,rerun_12h,rerun_12h,1,2000,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,4025,VALID_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,NO_MAJORITY,SAME,0,0,2026-06-13T03:14:50.188477+00:00|2026-06-13T03:49:22.450384+00:00
p_q_22adabe9_1,q_22adabe9@rerun_24h,TEMPORALLY_AMBIGUOUS,FW45,2023,VOLATILE,368933.3753379334,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence, captured",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,AS_STATED,5000,VALID_AT_T,VALID_AT_T,,VALID_AT_T,SAME,1,0,2026-06-13T14:56:23.184299+00:00
p_q_10fbddc5_2,q_10fbddc5@rerun_24h,CONTRADICTED,"Steven Feifke, Bijon Watson & the Generation Gap Jazz Orchestra",2023,VOLATILE,324852.96157851524,rerun_24h,rerun_24h,1,1999,SUPERSEDED_AT_T,"SUPERSEDED 

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5000,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T15:27:09.419925+00:00
p_q_dd7cbef3_0,q_dd7cbef3@rerun_24h,UNVERIFIABLE,April 2022,2022,SINGLE_YEAR,477586.48146662675,rerun_24h,rerun_24h,2,2792,VALID_AT_T,"VALID

The evidence shows that",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,AS_STATED,5791,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-05-21T06:40:13.143058+00:00|2026-06-13T13:26:54.643441+00:00
p_q_1c1961cd_2,q_1c1961cd@rerun_24h,CONTRADICTED,Poland,2022,SINGLE_YEAR,138332.98392126863,rerun_24h,rerun_24h,1,1577,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,1577,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T16:44:35.855429+00:00
p_q_9d61a241_0,q_9d61a241@rerun_24h,CONTRADICTED,William Haggas,2023,VOLATILE,533363.0869790721,rerun_24h,rerun_24h,2,2219,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5219,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:29:51.814851+00:00|2026-06-13T15:29:55.311045+00:00
p_q_611d707f_0,q_611d707f@rerun_1h,TEMPORALLY_AMBIGUOUS,Captain Fall,2023,VOLATILE,36749.36722502887,rerun_1h,rerun_1h,1,663,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,663,INDETERMINATE_AT_T,SUPERSEDED_AT_T,VALID_AT_T,NO_MAJORITY,SAME,0,0,2026-06-12T15:24:57.397056+00:00
p_q_cf72c65f_3,q_cf72c65f@rerun_24h,CONTRADICTED,Denver Nuggets,2023,SINGLE_YEAR,589981.8024902222,rerun_24h,rerun_24h,1,1999,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,4498,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-05-24T06:47:57.134026+00:00|2026-05-24T06:47:57.134026+00:00
p_q_113fc559_1,q_113fc559@rerun_24h,TEMPORALLY_AMBIGUOUS,Jye Amiss,2023,VOLATILE,518383.57445718424,rerun_24h,rerun_24h,2,2618,VALID_AT_T,"VALID

The evidence lists the",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,3399,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T17:55:23.291570+00:00|2026-06-02T17:55:25.614565+00:00
p_q_79078e30_1,q_79078e30@rerun_24h,TEMPORALLY_AMBIGUOUS,53,2023,VOLATILE,204397.42170097085,rerun_24h,rerun_24h,2,2802,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,AS_STATED,5269,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-02T17:39:49.015448+00:00|2026-06-02T17:39:51.427096+00:00
p_q_c8436957_2,q_c8436957@rerun_24h,CONTRADICTED,2022–23,2023,VOLATILE,264358.2580422649,rerun_24h,rerun_24h,1,1999,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5000,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T17:28:45.133503+00:00
p_q_ea668263_1,q_ea668263@rerun_24h,TEMPORALLY_AMBIGUOUS,Monica Cure,2023,VOLATILE,312392.3685759831,rerun_24h,rerun_24h,1,2000,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,5000,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T15:07:27.855279+00:00
p_q_9fb844a5_3,q_9fb844a5@rerun_24h,TEMPORALLY_AMBIGUOUS,Parlamento del Pueblo Xinka,2023,VOLATILE,101741.74534389836,rerun_24h,rerun_24h,1,606,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,735,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T16:11:29.407646+00:00|2026-06-13T16:11:31.741292+00:00
p_q_2cbafc2e_1,q_2cbafc2e@rerun_24h,TEMPORALLY_AMBIGUOUS,Godland,2023,VOLATILE,275044.3628769409,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,2813,VALID_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,SAME,0,0,2026-06-13T14:46:19.719178+00:00
p_q_77f52421_1,q_77f52421@rerun_24h,TEMPORALLY_AMBIGUOUS,Stilleto Boy,2023,VOLATILE,533763.6484876708,rerun_24h,rerun_24h,2,2650,VALID_AT_T,"VALID

The evidence lists the",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,3381,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,DIFFERENT,0,0,2026-06-02T17:09:34.994062+00:00|2026-06-02T17:09:38.373384+00:00
p_q_e52c4939_1,q_e52c4939@rerun_24h,CONTRADICTED,Wynstock,2023,VOLATILE,513405.343637642,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,2770,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T18:10:03.493570+00:00
p_q_1816d40e_1,q_1816d40e@rerun_24h,TEMPORALLY_AMBIGUOUS,Justice League: Cosmic Chaos,2023,VOLATILE,580249.0569436066,rerun_24h,rerun_24h,1,1999,VALID_AT_T,"VALID

The evidence lists """,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,AS_STATED,4104,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T14:45:21.472261+00:00
p_q_91044e4b_2,q_91044e4b@rerun_24h,CONTRADICTED,Zoey 102,2023,VOLATILE,269552.5391764928,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED 

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,3812,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-13T14:44:04.081761+00:00
p_q_0095371b_0,q_0095371b@rerun_24h,CONTRADICTED,The Hague,2023,VOLATILE,363511.04322611005,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,AS_STATED,5000,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,NO_MAJORITY,SAME,0,0,2026-06-13T14:39:55.125147+00:00
p_q_60e402de_3,q_60e402de@rerun_24h,CONTRADICTED,Blue: A History of the Color as Deep as the Sea and as Wide as the Sky,2023,VOLATILE,337525.5454665213,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,7897,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T15:05:16.614590+00:00|2026-06-13T15:05:20.117421+00:00
p_q_2c023058_3,q_2c023058@rerun_24h,TEMPORALLY_AMBIGUOUS,15,2023,VOLATILE,149208.34719534265,rerun_24h,rerun_24h,2,2802,VALID_AT_T,VALID,INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,AS_STATED,9758,CONTRADICTED_AS_STATED,CONTRADICTED_AS_STATED,,CONTRADICTED_AS_STATED,SAME,0,0,2026-06-13T14:21:26.009245+00:00|2026-06-13T14:21:29.851359+00:00
p_q_534fcd60_3,q_534fcd60@rerun_24h,UNVERIFIABLE,66 novels,2023,SINGLE_YEAR,202449.21215963396,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence lists",INDETERMINATE_AT_T,INDETERMINATE,JUDGE_DISAGREEMENT,CURRENT,5039,VALID_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,SAME,0,0,2026-05-24T06:47:37.689083+00:00|2026-06-02T17:00:06.793566+00:00
q_5aac65b6,q_5aac65b6@rerun_12h,CONTRADICTED,The Holdovers,2023,VOLATILE,47146.67060403753,rerun_12h,rerun_12h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED 

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5000,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,BASE_QUERY,0,0,2026-06-02T06:01:52.754724+00:00
q_3c8d7d2d,q_3c8d7d2d@rerun_12h,CONTRADICTED,University of Florida,2023,VOLATILE,51755.85660973713,rerun_12h,rerun_12h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,3507,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-13T05:00:25.180949+00:00
q_af23c4b7,q_af23c4b7@rerun_24h,TEMPORALLY_AMBIGUOUS,Georgia,2023,VOLATILE,203688.2067516497,rerun_24h,rerun_24h,1,618,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,AS_STATED,618,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,NO_MAJORITY,BASE_QUERY,0,0,2026-06-13T13:51:02.728246+00:00
q_f9667c6d,q_f9667c6d@rerun_24h,TEMPORALLY_AMBIGUOUS,Chris Hayes,2023,VOLATILE,177301.99933153857,rerun_24h,rerun_24h,1,624,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,708,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-13T15:14:58.939372+00:00|2026-06-13T15:15:01.399907+00:00
q_dcc6b248,q_dcc6b248@rerun_24h,TEMPORALLY_AMBIGUOUS,Aliyah Boston,2023,VOLATILE,142303.87015941337,rerun_24h,rerun_24h,1,1155,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,1155,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-13T15:44:20.384269+00:00
q_6a9f5944,q_6a9f5944@rerun_24h,TEMPORALLY_AMBIGUOUS,Albaugh Family Stables,2023,VOLATILE,144539.91411880357,rerun_24h,rerun_24h,2,2477,VALID_AT_T,"VALID

The evidence indicates that",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,2477,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-13T14:27:02.621374+00:00|2026-06-13T14:27:05.055922+00:00
q_5e68b428,q_5e68b428@rerun_1h,CONTRADICTED,"Maya Pasic New York, New York",2023,VOLATILE,41406.11003089812,rerun_1h,rerun_1h,2,2551,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,2551,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-01T19:20:47.166697+00:00|2026-06-01T19:20:48.928330+00:00
q_b5910f81,q_b5910f81@rerun_24h,CONTRADICTED,0.354,2023,VOLATILE,191582.11914409502,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,4999,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-13T13:46:07.513934+00:00
q_9b65bcba,q_9b65bcba@rerun_1h,TEMPORALLY_AMBIGUOUS,Galopin Des Champs,2023,VOLATILE,22585.275239634284,rerun_1h,rerun_1h,1,648,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,737,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,BASE_QUERY,1,0,2026-06-12T16:04:39.851644+00:00|2026-06-12T16:04:42.325784+00:00
q_88bc6deb,q_88bc6deb@rerun_24h,CONTRADICTED,Jackson Armstrong,2023,VOLATILE,243585.41580318916,rerun_24h,rerun_24h,2,2059,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,2059,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-02T18:07:44.738835+00:00|2026-06-13T14:15:00.746998+00:00
q_595ca0b6,q_595ca0b6@rerun_24h,TEMPORALLY_AMBIGUOUS,England Sean Ashby,2023,VOLATILE,183244.40415113405,rerun_24h,rerun_24h,2,1015,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,1015,INDETERMINATE_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-02T17:22:31.922002+00:00|2026-06-02T17:22:34.401589+00:00
q_2ca95d4e,q_2ca95d4e@rerun_1h,CONTRADICTED,Primož Roglič,2023,VOLATILE,38128.24753108093,rerun_1h,rerun_1h,1,1999,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,4745,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-12T15:57:59.214251+00:00
q_5d7bcc7e,q_5d7bcc7e@rerun_24h,TEMPORALLY_AMBIGUOUS,Charlayne Hunter-Gault,2023,VOLATILE,165273.69845668998,rerun_24h,rerun_24h,2,2802,VALID_AT_T,VALID,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,9783,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,BASE_QUERY,0,0,2026-06-13T15:30:04.495900+00:00|2026-06-13T15:30:06.609626+00:00
q_6657182b,q_6657182b@rerun_1h,TEMPORALLY_AMBIGUOUS,Justin Burnett,2023,VOLATILE,6940.3381100948,rerun_1h,rerun_1h,1,844,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,844,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,BASE_QUERY,0,0,2026-06-01T18:39:05.026498+00:00
p_q_7889631c_0,q_7889631c@rerun_24h,CONTRADICTED,Matthew Miller,2023,VOLATILE,470345.9167192309,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,4935,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T14:32:44.491683+00:00|2026-06-13T14:32:46.996570+00:00
p_q_4ec7b3d4_1,q_4ec7b3d4@rerun_24h,TEMPORALLY_AMBIGUOUS,Kodjo Laba,2023,VOLATILE,335325.786141856,rerun_24h,rerun_24h,1,214,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,214,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,DIFFERENT,0,0,2026-06-13T15:25:07.547609+00:00
p_q_613da476_0,q_613da476@rerun_24h,CONTRADICTED,Lê Quang Liêm,2023,VOLATILE,252804.20247167096,rerun_24h,rerun_24h,1,1999,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5000,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T16:28:53.213788+00:00
p_q_0df35e70_1,q_0df35e70@rerun_24h,TEMPORALLY_AMBIGUOUS,Ralph Beckett,2023,VOLATILE,308397.99849816615,rerun_24h,rerun_24h,1,640,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,640,INDETERMINATE_AT_T,SUPERSEDED_AT_T,VALID_AT_T,NO_MAJORITY,SAME,0,0,2026-06-13T13:57:44.995326+00:00
p_q_e9470503_0,q_e9470503@rerun_24h,CONTRADICTED,Bryan Cochrane,2023,VOLATILE,280314.29943701305,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,5043,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:46:44.640559+00:00|2026-06-13T15:46:46.828077+00:00
p_q_c6088f4c_2,q_c6088f4c@rerun_24h,TEMPORALLY_AMBIGUOUS,Skënderbeu,2023,VOLATILE,601055.4328313426,rerun_24h,rerun_24h,1,1580,VALID_AT_T,"VALID

The evidence lists the",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,1580,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,SAME,1,0,2026-06-02T17:28:23.849515+00:00
p_q_1ef14187_0,q_1ef14187@rerun_24h,CONTRADICTED,Whelen Engineering Racing,2023,VOLATILE,524286.66819751414,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,8227,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-02T16:46:54.863469+00:00|2026-05-21T06:46:46.498044+00:00|2026-06-02T16:46:57.896386+00:00
p_q_25725075_0,q_25725075@rerun_24h,TEMPORALLY_AMBIGUOUS,San Marcos,2023,VOLATILE,139941.91793384805,rerun_24h,rerun_24h,1,1146,INDETERMINATE_AT_T,INDETERMINATE,SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,1146,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,DIFFERENT,0,0,2026-06-13T14:59:43.908912+00:00
p_q_58db0825_0,q_58db0825@rerun_24h,TEMPORALLY_AMBIGUOUS,John R. Velazquez,2023,VOLATILE,540047.2992849958,rerun_24h,rerun_24h,1,813,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,872,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:11:42.353975+00:00|2026-06-13T15:11:44.944338+00:00
p_q_032b7664_1,q_032b7664@rerun_12h,TEMPORALLY_AMBIGUOUS,Rebecca Lowe and Ahmed Fareed,2023,VOLATILE,76865.41095103437,rerun_12h,rerun_12h,1,622,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,INDETERMINATE,INDETERMINATE_AT_T,CURRENT,622,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,0,0,2026-06-13T03:47:16.118567+00:00
p_q_039dd524_2,q_039dd524@rerun_24h,CONTRADICTED,Michigan,2023,VOLATILE,238557.47915708186,rerun_24h,rerun_24h,2,2802,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,7015,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-02T17:31:28.221692+00:00|2026-06-13T16:07:37.651222+00:00
p_q_268237ac_1,q_268237ac@rerun_24h,TEMPORALLY_AMBIGUOUS,Christophe Lemaire,2023,VOLATILE,227881.4853860286,rerun_24h,rerun_24h,1,2000,VALID_AT_T,"VALID

The evidence mentions that",SUPERSEDED_AT_T,SUPERSEDED,JUDGE_DISAGREEMENT,CURRENT,5038,VALID_AT_T,VALID_AT_T,,VALID_AT_T,JUDGE_DISAGREEMENT,0,0,2026-05-24T06:54:04.154367+00:00|2026-06-02T17:05:59.809732+00:00
p_q_33ca27e1_3,q_33ca27e1@rerun_24h,CONTRADICTED,Frankie Dettori,2023,VOLATILE,344915.52572444285,rerun_24h,rerun_24h,1,1094,SUPERSEDED_AT_T,"SUPERSEDED

The evidence",SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,AS_STATED,1094,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,NO_MAJORITY,JUDGE_DISAGREEMENT,0,0,2026-06-13T15:50:32.314077+00:00
p_q_3f0409f7_0,q_3f0409f7@rerun_24h,CONTRADICTED,Connecticut Sun,2023,VOLATILE,391346.5733766629,rerun_24h,rerun_24h,1,2000,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,SUPERSEDED,SUPERSEDED_AT_T,CURRENT,4478,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SAME,0,0,2026-06-13T15:43:24.044443+00:00
