query_id,fc_tier,lv_tier,lv_verdict,serving_changed,fresh,fc,lv,fc_wai,lv_wai,fc_suff_llama8b,fc_suff_qwen7b,lv_suff_llama8b,lv_suff_qwen7b,fc_suff_agreed,lv_suff_agreed
p_q_ed789c0a_0,L2,L2,ACCEPT,1,ABSTAIN,ABSTAIN,ABSTAIN,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_a9520087_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_71ca7be1_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_618650f8_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_e7073d58_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_10399b97_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_02665be9_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_be7863cd_3,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,SUFFICIENT
p_q_bd8d50a7_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_58db0825_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_39cd95a7_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_145203c8_3,miss,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_d1fc1f80_0,L2,L2,ACCEPT,1,WRONG,WRONG,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_292449b7_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_cfdd4441_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_8a614432_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_b220eed5_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_d0a493c9_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_8b7e079f_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_f0b3ece2_0,L2,miss,,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_63335fe3_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_60703185_3,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_78ed83ff_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_f7bf87d7_1,miss,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_9bcda30d_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_79f6b4eb_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_57d1c01a_3,L2,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_4ccc0c84_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_7b41f83f_3,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_560436e5_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_134c8d29_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_0c61ace3_3,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_75c9b763_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_1480c99d_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_a3225b4a_0,L2,miss,,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_0bf77f06_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_20085526_2,L2,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_9ad1cf95_3,miss,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_eead7ef7_1,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_f54d3aa2_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_c354442b_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_8aa09cab_1,L2,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT
p_q_995c0608_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
p_q_3e574628_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_5eaf6b2e_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_cfdd4441_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_82aed09c_0,L2,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_f0b7eef3_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_c988b01c_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_fc92fe13_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_44acf3c6_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_787a3f9a_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
q_ae23812e,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
q_3df25b36,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_96543752,L2,L2,ACCEPT_UNSCORED,0,CORRECT,WRONG,WRONG,1,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_a815ecba,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_01679395,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT
q_18350211,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_a2ed487a,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_738b3f1b,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_c241368e,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
q_e4b76a30,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_29e53c6d,L1,L1,,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_b2e307b2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
q_dafccfb8,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT
q_3e574628,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_36d47c00_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_379e630f_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_f861b3a0_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_ad4bef3e_1,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_fae0b0bb_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_5b859382_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_2c3456d3_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_c51c0b2b_0,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_13b3027b_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_2b61b711_1,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_526494bb_0,miss,miss,,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_a64535bb_3,miss,miss,,0,ABSTAIN,ABSTAIN,ABSTAIN,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_a18ad11b_1,miss,miss,,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_0abe1d0e_2,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_2e845b85_1,miss,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_56aea0d0_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_ac7fde07_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_f5380c95_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_083bf58e_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_cf26826b_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_2b61b711_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_e5616ef7_3,L2,miss_rejected,REJECT,1,CORRECT,WRONG,WRONG,1,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_9edf5bd2_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT
p_q_3055ab76_1,L2,miss_rejected,REJECT,1,CORRECT,WRONG,WRONG,1,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_511a84fd_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_2be2d65b_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_3055ab76_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_d62648af_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_50156db6_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_91a992f1_1,miss,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_53e77e63_0,L1,L1,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_ba4e488d_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_c685de49_3,miss,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_aca03251_3,miss,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_f070a7a3_3,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_bd3daa9d_0,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_5b859382_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_5abb871e_2,L2,L2,ACCEPT,0,CORRECT,WRONG,WRONG,1,1,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_1ff720ce_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_261a287e_0,miss,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_5ee0c56a_2,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_e619abe5_1,miss,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_4e2929ec_0,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_7dd95f30_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_0862570f_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_5e06e717_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_36e2eae5_1,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_eb7ff4b6_1,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_fc04cade_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_379e630f_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_8dc147d0_0,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_ecea34ae_3,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_8d51049f_1,L2,miss_rejected,REJECT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_eed8ece1_3,L2,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_03f72c57_0,L2,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT
p_q_424c03e3_2,miss,miss,,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
p_q_63a44892_2,miss,L2,ACCEPT,1,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT
p_q_e63f6e9e_3,miss,miss,,0,WRONG,WRONG,WRONG,0,0,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,SUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_ffc74be2_1,miss,miss,,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_8bfaeff4_2,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_b6e5a108_0,L2,L2,ACCEPT,0,WRONG,WRONG,WRONG,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_2053c0d3_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_25a74024_0,miss,miss,,0,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,INSUFFICIENT,SUFFICIENT,INSUFFICIENT,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT
p_q_d3e5ec72_3,L2,miss_rejected,REJECT,1,CORRECT,CORRECT,CORRECT,0,0,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT,SUFFICIENT
p_q_02819f41_3,L2,L2,ACCEPT,0,CORRECT,CORRECT,CORRECT,0,0,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT,INSUFFICIENT
