unit_id,base_query_id,base_query,snapshot_round,gold,gold_source,gold_year,volatility,freshness_classes,question_type,mode,n_pages_kept,evidence_chars,old_evidence_chars,old_pages_kept,old_status,request_ids,status_llama8b,status_qwen7b,status_mistral7b,status_pair,status_majority,majority_source
q_3e28f963@rerun_24h,q_3e28f963,What's the current Tomatometer score of The Lord of the Rings: The Rings of Power on Rotten Tomatoes?,rerun_24h,83%,freshqa,2022,SINGLE_YEAR,MEDIUM,CURRENT_SEEKING,CURRENT,3,10041,2802,2,SUPERSEDED_AT_T,p_q_3e28f963_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_3e574628@rerun_24h,q_3e574628,How many bonus points have the Highlanders achieved in their last reported rugby union season standings?,rerun_24h,2,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,INDETERMINATE_AT_T,p_q_3e574628_1|q_3e574628,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_3e5fda75@rerun_24h,q_3e5fda75,What is the capital of Cambodia?,rerun_24h,phnom penh,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,616,616,1,VALID_AT_T,p_q_3e5fda75_0,INDETERMINATE_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_3ec48396@rerun_24h,q_3ec48396,What train model won the most recent Blue Ribbon Award (railway)?,rerun_24h,hc85 series demu,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,7485,2802,2,SUPERSEDED_AT_T,p_q_3ec48396_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_3ee7411d@rerun_24h,q_3ee7411d,Who is the current bench coach for the St. Louis Cardinals?,rerun_24h,joe mcewing,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,2086,2000,1,SUPERSEDED_AT_T,p_q_3ee7411d_0|q_3ee7411d,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_3f0409f7@rerun_24h,q_3f0409f7,Which team was led by the most recent WNBA Coach of the Year Award winner?,rerun_24h,connecticut sun,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,4478,2000,1,SUPERSEDED_AT_T,p_q_3f0409f7_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_3f541a35@rerun_24h,q_3f541a35,Which university is hosting the ongoing UAAP season?,rerun_24h,adamson university,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,623,623,1,JUDGE_DISAGREEMENT,p_q_3f541a35_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_3f8c84fb@rerun_24h,q_3f8c84fb,Which school holds the championship title for Class 2A in the Iowa Girls High School Athletic Union Softball?,rerun_24h,iowa city regina,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,2,4157,2636,2,JUDGE_DISAGREEMENT,p_q_3f8c84fb_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_40d3878e@rerun_24h,q_40d3878e,Who was the runner-up in the Veikkausliiga?,rerun_24h,hjk,temporal_align_qa,2023,VOLATILE,SLOW,HISTORICAL,AS_STATED,1,3668,2000,1,JUDGE_DISAGREEMENT,p_q_40d3878e_3,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_41540d4e@rerun_24h,q_41540d4e,What unusual means of transport connects North Greenwich to the Royal Docks?,rerun_24h,cable car,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,VALID_AT_T,p_q_41540d4e_2|p_q_41540d4e_1,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_41afd862@rerun_24h,q_41afd862,Which team did the Los Angeles Angels face in their most recent Opening Day game?,rerun_24h,oakland athletics,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,4989,2667,2,JUDGE_DISAGREEMENT,p_q_41afd862_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4209c718@rerun_24h,q_4209c718,Who is serving as the U.S. House representative for South Carolina's 4th congressional district?,rerun_24h,william timmons,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,1,820,820,1,VALID_AT_T,p_q_4209c718_2,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_4241a3d3@rerun_24h,q_4241a3d3,Who is the most recent recipient of the Norm Smith Medal?,rerun_24h,bobby hill australian footballer,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,2369,2000,1,JUDGE_DISAGREEMENT,p_q_4241a3d3_1,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_424c03e3@rerun_24h,q_424c03e3,Who was Craig Lowndes' co-driver in the last race he participated in the Bathurst 1000?,rerun_24h,zane goddard,temporal_align_qa,2023,VOLATILE,SLOW,HISTORICAL,AS_STATED,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_424c03e3_2,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_43f2a8a0@rerun_24h,q_43f2a8a0,What team ended up thirteenth in the standings of the Western Conference most recently?,rerun_24h,portugal,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,1803,1803,1,JUDGE_DISAGREEMENT,p_q_43f2a8a0_3,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_440c74b3@rerun_1h,q_440c74b3,Odette and Prince Siegfried are lovers in which ballet?,rerun_1h,swan lake,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,438,438,1,VALID_AT_T,q_440c74b3,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_44acf3c6@rerun_24h,q_44acf3c6,Which jockey rode the winning horse in the latest Del Mar Debutante Stakes?,rerun_24h,mike e. smith,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,636,636,1,INDETERMINATE_AT_T,p_q_44acf3c6_0,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_44d9dff7@rerun_24h,q_44d9dff7,At which battle of 1403 did Henry 'Hotspur' Percy die?,rerun_24h,shrewsbury,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,2,657,625,1,VALID_AT_T,p_q_44d9dff7_0|p_q_44d9dff7_3,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_450041cf@rerun_24h,q_450041cf,"Who won the 2022 Nobel Prize in Chemistry from University of Copenhagen, Denmark?",rerun_24h,morten meldal,freshqa,2022,SINGLE_YEAR,TIMELESS,DATED,AS_STATED,2,5887,2802,2,JUDGE_DISAGREEMENT,p_q_450041cf_2,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_450e7484@rerun_24h,q_450e7484,"How high in feet, normally, is a standard basketball hoop off the ground?",rerun_24h,ten feet,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,VALID_AT_T,q_450e7484,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_470d2d0f@rerun_24h,q_470d2d0f,Who is the most recent recipient of the Edgar Martínez Award?,rerun_24h,shohei ohtani,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,664,664,1,JUDGE_DISAGREEMENT,p_q_470d2d0f_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_47ba6dcb@rerun_24h,q_47ba6dcb,What company is displayed as the current shirt sponsor on Hapoel Haifa F.C.'s jerseys?,rerun_24h,leos,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,315,315,1,SUPERSEDED_AT_T,p_q_47ba6dcb_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_486683c8@rerun_24h,q_486683c8,Which areas are included in the California's 10th congressional district as of now?,rerun_24h,2013–2023 300px central valley including modesto and tracy,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1514,1514,1,JUDGE_DISAGREEMENT,p_q_486683c8_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_4882dc27@rerun_24h,q_4882dc27,Who is the current head coach of the Iceland men's national handball team?,rerun_24h,guðmundur guðmundsson,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,6866,2802,2,SUPERSEDED_AT_T,p_q_4882dc27_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_48e27a79@rerun_24h,q_48e27a79,Which pair earned the silver medal in the Pairs category at the last European Figure Skating Championships?,rerun_24h,rebecca ghilardi / filippo ambrosini,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,1631,1631,1,JUDGE_DISAGREEMENT,p_q_48e27a79_2,SUPERSEDED_AT_T,INDETERMINATE_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_4913788c@rerun_24h,q_4913788c,What role is performed by the latest aircraft type added to the Executive Transport Wing of the German Air Force?,rerun_24h,medical evacuation,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,622,622,1,INDETERMINATE_AT_T,p_q_4913788c_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_493b174b@rerun_24h,q_493b174b,What is the most recent Walt Disney Animation Studios's animated film?,rerun_24h,strange world,freshqa,2022,SINGLE_YEAR,MEDIUM,CURRENT_SEEKING,CURRENT,2,618,587,1,INDETERMINATE_AT_T,q_493b174b,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_49493ec6@rerun_24h,q_49493ec6,What is the SI unit of resistance?,rerun_24h,ohm,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,6665,2802,2,VALID_AT_T,p_q_49493ec6_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_4987dd97@rerun_24h,q_4987dd97,"French mariner, Jacques Cartier, left home in 1534 to sail across the Atlantic, to explore which river?",rerun_24h,st. lawrence,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,VALID_AT_T,p_q_4987dd97_3,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_498e07da@rerun_1h,q_498e07da,Who currently represents New York's 22nd congressional district?,rerun_1h,100px brandon williams,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,1252,1147,1,JUDGE_DISAGREEMENT,q_498e07da,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_498e07da@rerun_24h,q_498e07da,Who currently represents New York's 22nd congressional district?,rerun_24h,100px brandon williams,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1147,1147,1,SUPERSEDED_AT_T,p_q_498e07da_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4a625c6c@rerun_24h,q_4a625c6c,Which team does the current Les Cunningham Award winner play for?,rerun_24h,calgary wranglers,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,3,5986,2802,2,VALID_AT_T,q_4a625c6c,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4bc25294@rerun_24h,q_4bc25294,Who plays the position of third on Colin Hufman's current curling team?,rerun_24h,chris plys,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,2089,2000,1,SUPERSEDED_AT_T,p_q_4bc25294_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4ccc0c84@rerun_24h,q_4ccc0c84,What is the car number of the A-GAME 200 winning vehicle?,rerun_24h,19,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,397,397,1,INDETERMINATE_AT_T,p_q_4ccc0c84_0,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_4d8a4de4@rerun_24h,q_4d8a4de4,Which artist(s) performed on the most recent winner of the Grammy Award for Best Historical Album?,rerun_24h,wilco,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,4898,2658,2,SUPERSEDED_AT_T,p_q_4d8a4de4_1|q_4d8a4de4,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4ddbae0c@rerun_24h,q_4ddbae0c,Who is the current Master of the Worshipful Company of Security Professionals?,rerun_24h,paul miller,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,492,474,1,INDETERMINATE_AT_T,p_q_4ddbae0c_0,INDETERMINATE_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_4deb87ba@rerun_24h,q_4deb87ba,Which English town is twinned with Disney World?,rerun_24h,swindon,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,1630,1630,1,JUDGE_DISAGREEMENT,p_q_4deb87ba_3,SUPERSEDED_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_4dfb357f@rerun_24h,q_4dfb357f,What was the winning score at the latest Price Cutter Charity Championship?,rerun_24h,263,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,633,633,2,JUDGE_DISAGREEMENT,p_q_4dfb357f_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4e2156f7@rerun_24h,q_4e2156f7,Who is the coach of the team that won the most recent Úrvalsdeild karla (basketball) championship?,rerun_24h,pavel ermolinskij,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,4824,2000,1,JUDGE_DISAGREEMENT,p_q_4e2156f7_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4e2929ec@rerun_24h,q_4e2929ec,How many humans have landed on Mars?,rerun_24h,no humans have been to mars yet.,freshqa,before 2022,SINGLE_YEAR,SLOW,RECURRING_UNMARKED,CURRENT,1,335,335,1,SUPERSEDED_AT_T,p_q_4e2929ec_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4e6d28cb@rerun_24h,q_4e6d28cb,Who is one of the players currently leading as top scorer in the UEFA Europa League?,rerun_24h,eng marcus rashford,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,4273,2000,1,SUPERSEDED_AT_T,p_q_4e6d28cb_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_4ec7b3d4@rerun_24h,q_4ec7b3d4,Who holds the UAE Pro League top scorer title?,rerun_24h,kodjo laba,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,214,214,1,INDETERMINATE_AT_T,p_q_4ec7b3d4_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_4ee9519a@rerun_24h,q_4ee9519a,Although it can come in colourless varieties what is the usual colour of the drink Absinthe?,rerun_24h,green,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,5039,1999,1,JUDGE_DISAGREEMENT,p_q_4ee9519a_1,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_4ef6bd87@rerun_1h,q_4ef6bd87,Who is the current president of Lake Erie College?,rerun_1h,brian posler,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,5000,2000,1,INDETERMINATE_AT_T,q_4ef6bd87,SUPERSEDED_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_4efb2d83@rerun_24h,q_4efb2d83,"What name was given to Colleen LaRose, who was accused of conspiring with fighters overseas and pledging to commit murder in the name of a Muslim holy war, and pleaded not guilty in court in Philadelphia in March 2010?",rerun_24h,jihad jane,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,2,8317,2802,2,VALID_AT_T,p_q_4efb2d83_3|q_4efb2d83,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_50156db6@rerun_24h,q_50156db6,How many votes were against the initial Budget Implementation Act for the latest Canadian federal budget?,rerun_24h,115,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,234,234,1,INDETERMINATE_AT_T,p_q_50156db6_0,SUPERSEDED_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_5026a65e@rerun_12h,q_5026a65e,"Appointed in 2012, who is the President of the Fifth French Republic?",rerun_12h,francois hollande,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,797,797,1,SUPERSEDED_AT_T,p_q_5026a65e_2,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_50abcf1d@rerun_24h,q_50abcf1d,"Britain's first stretch of motorway, opened in December 1958, bypassed which town (now officially a city) ?",rerun_24h,preston,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED_CURRENT,CURRENT,1,614,614,1,VALID_AT_T,p_q_50abcf1d_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_50e17bb5@rerun_24h,q_50e17bb5,"Lee Marvin had a number one hit record with 'Wanderin' Star' in 1970, but which actor had a minor hit with the flipside - 'I Talk To The Trees'?",rerun_24h,clint eastwood,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,4999,2000,1,JUDGE_DISAGREEMENT,p_q_50e17bb5_0,VALID_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_511a84fd@rerun_24h,q_511a84fd,Which division is Jeanfield Swifts F.C. currently competing in?,rerun_24h,east of scotland premier division,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,631,631,1,INDETERMINATE_AT_T,p_q_511a84fd_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_51ad3d0a@rerun_24h,q_51ad3d0a,Which athlete placed third in the latest Iceland's Strongest Man event?,rerun_24h,theodór már gudmundsson,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,601,601,1,INDETERMINATE_AT_T,p_q_51ad3d0a_0,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_51b242c2@rerun_24h,q_51b242c2,Which cricket team won the Nottinghamshire Cricket Board Premier League most recently?,rerun_24h,cuckney,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1293,1293,1,JUDGE_DISAGREEMENT,p_q_51b242c2_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_51c973e7@rerun_24h,q_51c973e7,Who is the most recent NBA player to score 60 or more points in a single game?,rerun_24h,damian lillard,freshqa,2023,SINGLE_YEAR,FAST,CURRENT_SEEKING,CURRENT,3,5096,2000,1,JUDGE_DISAGREEMENT,p_q_51c973e7_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_52507e09@rerun_24h,q_52507e09,I what year did the 'Cod' war between Britain and Iceland begin?,rerun_24h,1972,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,1595,1595,1,JUDGE_DISAGREEMENT,p_q_52507e09_0,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_526494bb@rerun_24h,q_526494bb,Which basketball team won the most recent BSN championship?,rerun_24h,gigantes de carolina,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,4498,1999,1,SUPERSEDED_AT_T,p_q_526494bb_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_5284772a@rerun_24h,q_5284772a,Who is the most recent recipient of the Babe Ruth Award?,rerun_24h,adolis garcía,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_5284772a_1|p_q_5284772a_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_52957594@rerun_24h,q_52957594,In which television series is LL Cool J currently starring as a main cast member?,rerun_24h,hip hop treasures,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,324,324,1,SUPERSEDED_AT_T,p_q_52957594_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_531f875a@rerun_24h,q_531f875a,What is the name of the horse that won the most recent Avondale Cup at Avondale Racecourse?,rerun_24h,aquacade,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,3,3254,2620,2,SUPERSEDED_AT_T,p_q_531f875a_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_5329f934@rerun_24h,q_5329f934,Who is the leading goalkicker for the Brisbane Lions Australian Football League team?,rerun_24h,joe daniher,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_5329f934_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_534fcd60@rerun_24h,q_534fcd60,How many novels has Stephen King published?,rerun_24h,66 novels,freshqa,2023,SINGLE_YEAR,FAST,RECURRING_UNMARKED,CURRENT,2,5039,2000,1,JUDGE_DISAGREEMENT,p_q_534fcd60_3,VALID_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_53b66262@rerun_24h,q_53b66262,Where is Tesla's headquarters?,rerun_24h,"austin, tx",freshqa,before 2022,SINGLE_YEAR,SLOW,RECURRING_UNMARKED,CURRENT,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_53b66262_0,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_53e77e63@rerun_24h,q_53e77e63,How many games are there in the Ace Attorney main series?,rerun_24h,6,freshqa,before 2022,SINGLE_YEAR,SLOW,RECURRING_UNMARKED,CURRENT,3,516,438,1,JUDGE_DISAGREEMENT,q_53e77e63|p_q_53e77e63_0,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_5431673a@rerun_24h,q_5431673a,Where was the Rugby Europe Under-18 Championship final held?,rerun_24h,prague,temporal_align_qa,2023,VOLATILE,MEDIUM,HISTORICAL,AS_STATED,1,1730,1730,1,JUDGE_DISAGREEMENT,p_q_5431673a_3,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_54467ccf@rerun_24h,q_54467ccf,Who is one of the outfielders in the National League who has won a Gold Glove Award?,rerun_24h,ian happ,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,5000,1999,1,JUDGE_DISAGREEMENT,p_q_54467ccf_3,VALID_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_54cc8f89@rerun_24h,q_54cc8f89,Who is the top scorer in the current Allsvenskan season?,rerun_24h,sweden isaac kiese thelin,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,4999,2000,1,JUDGE_DISAGREEMENT,p_q_54cc8f89_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_560436e5@rerun_24h,q_560436e5,Who is the Sheffield Wednesday F.C. Player of the Year?,rerun_24h,liam palmer,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,658,658,1,JUDGE_DISAGREEMENT,p_q_560436e5_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
