query_id,fidelity,validity,in_evidence_valid_subset,exclusion_reason,gold_source,gold_year,freshness_class,volatility,unit_id,snapshot_round
p_q_c973e5b1_0,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c973e5b1@rerun_24h,rerun_24h
p_q_6a754bab_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_6a754bab@rerun_24h,rerun_24h
p_q_9aa8fdeb_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_9aa8fdeb@rerun_24h,rerun_24h
p_q_b32eed02_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_b32eed02@rerun_24h,rerun_24h
p_q_9e9cc170_2,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_9e9cc170@rerun_24h,rerun_24h
p_q_90bb4e98_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_90bb4e98@rerun_24h,rerun_24h
p_q_4dfb357f_0,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_4dfb357f@rerun_24h,rerun_24h
p_q_85ab1b76_1,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_85ab1b76@rerun_24h,rerun_24h
p_q_0899721b_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_0899721b@rerun_24h,rerun_24h
p_q_86e95f29_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_86e95f29@rerun_24h,rerun_24h
p_q_14607683_1,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_14607683@rerun_24h,rerun_24h
p_q_9b44b067_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_9b44b067@rerun_24h,rerun_24h
p_q_67c87177_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_67c87177@rerun_24h,rerun_24h
p_q_c66aa371_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c66aa371@rerun_24h,rerun_24h
p_q_0c61ace3_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_0c61ace3@rerun_24h,rerun_24h
p_q_c2bcbdff_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c2bcbdff@rerun_24h,rerun_24h
p_q_75e28045_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_75e28045@rerun_24h,rerun_24h
p_q_8e1c3bc4_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_8e1c3bc4@rerun_24h,rerun_24h
p_q_bac0fe01_3,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_bac0fe01@rerun_24h,rerun_24h
p_q_fbc7a20d_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_fbc7a20d@rerun_24h,rerun_24h
p_q_02895ac6_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_02895ac6@rerun_24h,rerun_24h
p_q_1fe5242d_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_1fe5242d@rerun_24h,rerun_24h
p_q_47ba6dcb_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_47ba6dcb@rerun_24h,rerun_24h
p_q_99dcb85c_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_99dcb85c@rerun_24h,rerun_24h
p_q_3b332e4e_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_3b332e4e@rerun_24h,rerun_24h
p_q_c354442b_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c354442b@rerun_24h,rerun_24h
p_q_33ca27e1_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_33ca27e1@rerun_24h,rerun_24h
p_q_9b57150e_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_9b57150e@rerun_24h,rerun_24h
p_q_df05880a_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_df05880a@rerun_24h,rerun_24h
p_q_33f8046d_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_33f8046d@rerun_24h,rerun_24h
p_q_fddc380c_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_fddc380c@rerun_24h,rerun_24h
p_q_f54d3aa2_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_f54d3aa2@rerun_24h,rerun_24h
p_q_75e28045_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_75e28045@rerun_24h,rerun_24h
p_q_b9a75c82_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_b9a75c82@rerun_24h,rerun_24h
p_q_39cd95a7_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,freshqa,2023,MEDIUM,SINGLE_YEAR,q_39cd95a7@rerun_24h,rerun_24h
p_q_78251db1_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_78251db1@rerun_24h,rerun_24h
p_q_5431673a_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_5431673a@rerun_24h,rerun_24h
q_dbb1cb5d,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_dbb1cb5d@rerun_24h,rerun_24h
q_39c51b6d,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_39c51b6d@rerun_24h,rerun_24h
q_394f249c,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_394f249c@rerun_24h,rerun_24h
q_8b7e079f,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_8b7e079f@rerun_12h,rerun_12h
q_493b174b,BASE_QUERY,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,freshqa,2022,MEDIUM,SINGLE_YEAR,q_493b174b@rerun_24h,rerun_24h
q_c8d65331,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c8d65331@rerun_24h,rerun_24h
q_cb349d3b,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_cb349d3b@rerun_24h,rerun_24h
q_4a625c6c,BASE_QUERY,VALID_AT_T,1,,temporal_align_qa,2023,MEDIUM,VOLATILE,q_4a625c6c@rerun_24h,rerun_24h
q_abacb5ad,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_abacb5ad@rerun_24h,rerun_24h
q_c1c6c0b6,BASE_QUERY,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_c1c6c0b6@rerun_1h,rerun_1h
q_8463aab3,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_8463aab3@rerun_24h,rerun_24h
q_9c334cd8,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,MEDIUM,VOLATILE,q_9c334cd8@rerun_12h,rerun_12h
q_268237ac,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_268237ac@rerun_24h,rerun_24h
q_3863ccbb,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,MEDIUM,VOLATILE,q_3863ccbb@rerun_24h,rerun_24h
p_q_40d3878e_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_40d3878e@rerun_24h,rerun_24h
p_q_d78d0eec_3,DIFFERENT,VALID_AT_T,0,paraphrase_different,temporal_align_qa,2023,SLOW,VOLATILE,q_d78d0eec@rerun_24h,rerun_24h
p_q_c06f1aba_3,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_c06f1aba@rerun_24h,rerun_24h
p_q_9bf08ec9_1,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_9bf08ec9@rerun_24h,rerun_24h
p_q_807cdee5_0,DIFFERENT,SUPERSEDED_AT_T,0,paraphrase_different,temporal_align_qa,2023,SLOW,VOLATILE,q_807cdee5@rerun_24h,rerun_24h
p_q_2b61b711_2,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_2b61b711@rerun_24h,rerun_24h
p_q_8dc147d0_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,freshqa,2023,SLOW,SINGLE_YEAR,q_8dc147d0@rerun_24h,rerun_24h
p_q_874ffcdd_0,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_874ffcdd@rerun_24h,rerun_24h
p_q_c914875b_3,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_c914875b@rerun_24h,rerun_24h
p_q_9a3d3ff9_2,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,SLOW,VOLATILE,q_9a3d3ff9@rerun_24h,rerun_24h
p_q_cc0d02ca_1,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_cc0d02ca@rerun_24h,rerun_24h
p_q_f61856a1_0,DIFFERENT,VALID_AT_T,0,paraphrase_different,temporal_align_qa,2023,SLOW,VOLATILE,q_f61856a1@rerun_24h,rerun_24h
p_q_2c3456d3_3,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_2c3456d3@rerun_12h,rerun_12h
p_q_b37330f1_0,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_b37330f1@rerun_24h,rerun_24h
p_q_d529bed8_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_d529bed8@rerun_24h,rerun_24h
p_q_7ed2a6d6_1,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_7ed2a6d6@rerun_24h,rerun_24h
p_q_68d60970_2,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_68d60970@rerun_24h,rerun_24h
p_q_17f33f25_1,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,freshqa,before 2022,SLOW,SINGLE_YEAR,q_17f33f25@rerun_24h,rerun_24h
p_q_1c20f8ba_0,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_1c20f8ba@rerun_24h,rerun_24h
p_q_96dff6da_0,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,freshqa,2021,SLOW,SINGLE_YEAR,q_96dff6da@rerun_24h,rerun_24h
p_q_887b8e3c_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_887b8e3c@rerun_24h,rerun_24h
p_q_4209c718_2,SAME,VALID_AT_T,1,,temporal_align_qa,2023,SLOW,VOLATILE,q_4209c718@rerun_24h,rerun_24h
p_q_d02a1da9_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_d02a1da9@rerun_24h,rerun_24h
p_q_3c4c45fe_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_3c4c45fe@rerun_24h,rerun_24h
p_q_79daac81_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,freshqa,2022,SLOW,SINGLE_YEAR,q_79daac81@rerun_24h,rerun_24h
p_q_1b42ed48_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_1b42ed48@rerun_24h,rerun_24h
p_q_18f5cfa8_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_18f5cfa8@rerun_24h,rerun_24h
p_q_83607c5d_1,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_83607c5d@rerun_24h,rerun_24h
p_q_c06a0019_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_c06a0019@rerun_24h,rerun_24h
p_q_a6c1b4ce_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_a6c1b4ce@rerun_24h,rerun_24h
p_q_6a7dc28e_2,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,freshqa,2022,SLOW,SINGLE_YEAR,q_6a7dc28e@rerun_24h,rerun_24h
p_q_d0a5e0b6_2,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_d0a5e0b6@rerun_24h,rerun_24h
p_q_8fb47752_1,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,freshqa,2023,SLOW,SINGLE_YEAR,q_8fb47752@rerun_24h,rerun_24h
p_q_84e159d5_0,JUDGE_DISAGREEMENT,VALID_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_84e159d5@rerun_24h,rerun_24h
p_q_4bc25294_0,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_4bc25294@rerun_24h,rerun_24h
p_q_196f0aca_2,DIFFERENT,INDETERMINATE_AT_T,0,paraphrase_different,temporal_align_qa,2023,SLOW,VOLATILE,q_196f0aca@rerun_24h,rerun_24h
p_q_ba4e488d_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_ba4e488d@rerun_24h,rerun_24h
p_q_d62648af_0,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_d62648af@rerun_24h,rerun_24h
p_q_091c3460_2,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_091c3460@rerun_24h,rerun_24h
p_q_e192f364_1,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_e192f364@rerun_24h,rerun_24h
p_q_bb9e40d6_0,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_bb9e40d6@rerun_24h,rerun_24h
p_q_6f1acb10_3,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,SLOW,VOLATILE,q_6f1acb10@rerun_24h,rerun_24h
p_q_53b66262_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,freshqa,before 2022,SLOW,SINGLE_YEAR,q_53b66262@rerun_24h,rerun_24h
p_q_a21594ce_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_a21594ce@rerun_24h,rerun_24h
p_q_e5fcdad4_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_e5fcdad4@rerun_24h,rerun_24h
p_q_594b8e7a_3,SAME,VALID_AT_T,1,,temporal_align_qa,2023,SLOW,VOLATILE,q_594b8e7a@rerun_24h,rerun_24h
p_q_7946d4f3_0,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_7946d4f3@rerun_24h,rerun_24h
p_q_8ec920df_1,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_8ec920df@rerun_24h,rerun_24h
p_q_83607c5d_3,JUDGE_DISAGREEMENT,JUDGE_DISAGREEMENT,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_83607c5d@rerun_24h,rerun_24h
p_q_51b242c2_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_51b242c2@rerun_24h,rerun_24h
p_q_624c6c50_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_624c6c50@rerun_24h,rerun_24h
p_q_99c9cb7f_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_99c9cb7f@rerun_24h,rerun_24h
p_q_486683c8_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_486683c8@rerun_24h,rerun_24h
p_q_f331a4d9_1,DIFFERENT,JUDGE_DISAGREEMENT,0,paraphrase_different,temporal_align_qa,2023,SLOW,VOLATILE,q_f331a4d9@rerun_24h,rerun_24h
p_q_27293a94_1,SAME,VALID_AT_T,1,,temporal_align_qa,2023,SLOW,VOLATILE,q_27293a94@rerun_24h,rerun_24h
p_q_e9a277e7_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_e9a277e7@rerun_24h,rerun_24h
p_q_94939cea_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_94939cea@rerun_24h,rerun_24h
p_q_3ac69f62_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_3ac69f62@rerun_24h,rerun_24h
p_q_70ab2a41_3,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_70ab2a41@rerun_24h,rerun_24h
p_q_1ed44863_1,SAME,VALID_AT_T,1,,temporal_align_qa,2023,SLOW,VOLATILE,q_1ed44863@rerun_24h,rerun_24h
p_q_97b198d0_3,SAME,VALID_AT_T,1,,temporal_align_qa,2023,SLOW,VOLATILE,q_97b198d0@rerun_24h,rerun_24h
p_q_c26ddee2_1,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_c26ddee2@rerun_24h,rerun_24h
p_q_baf11e36_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_baf11e36@rerun_24h,rerun_24h
p_q_19e1347b_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_19e1347b@rerun_24h,rerun_24h
p_q_18279081_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_18279081@rerun_24h,rerun_24h
p_q_79daac81_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,freshqa,2022,SLOW,SINGLE_YEAR,q_79daac81@rerun_24h,rerun_24h
p_q_9654e28e_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_9654e28e@rerun_24h,rerun_24h
p_q_82fe96e1_2,SAME,VALID_AT_T,1,,freshqa,2022,SLOW,SINGLE_YEAR,q_82fe96e1@rerun_24h,rerun_24h
p_q_aa6288cd_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_aa6288cd@rerun_24h,rerun_24h
p_q_57bc7dc8_2,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_57bc7dc8@rerun_24h,rerun_24h
p_q_ff4e04a5_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_ff4e04a5@rerun_24h,rerun_24h
p_q_e811a942_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_e811a942@rerun_24h,rerun_24h
p_q_13dd3bf9_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_13dd3bf9@rerun_24h,rerun_24h
p_q_f1176491_2,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_f1176491@rerun_24h,rerun_24h
p_q_9679dc80_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_9679dc80@rerun_24h,rerun_24h
p_q_3f541a35_3,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_3f541a35@rerun_24h,rerun_24h
p_q_9edf5bd2_1,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_9edf5bd2@rerun_24h,rerun_24h
p_q_88f50274_0,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_88f50274@rerun_24h,rerun_24h
p_q_a84da252_0,SAME,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_a84da252@rerun_24h,rerun_24h
p_q_3ee7411d_0,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_3ee7411d@rerun_24h,rerun_24h
p_q_9713cc4c_3,SAME,VALID_AT_T,1,,freshqa,2022,SLOW,SINGLE_YEAR,q_9713cc4c@rerun_24h,rerun_24h
p_q_b37330f1_1,SAME,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_b37330f1@rerun_24h,rerun_24h
p_q_226ccc1f_3,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,0,paraphrase_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_226ccc1f@rerun_24h,rerun_24h
p_q_3c3ee393_2,SAME,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_3c3ee393@rerun_24h,rerun_24h
q_ac7fde07,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_ac7fde07@rerun_24h,rerun_24h
q_53e77e63,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,freshqa,before 2022,SLOW,SINGLE_YEAR,q_53e77e63@rerun_24h,rerun_24h
q_13a1eaa3,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_13a1eaa3@rerun_24h,rerun_24h
q_2d965d45,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_2d965d45@rerun_24h,rerun_24h
q_0c7e44a5,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_0c7e44a5@rerun_24h,rerun_24h
q_16bfd035,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_16bfd035@rerun_24h,rerun_24h
q_498e07da,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_498e07da@rerun_1h,rerun_1h
q_f3175126,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_f3175126@rerun_24h,rerun_24h
q_56ebbb98,BASE_QUERY,JUDGE_DISAGREEMENT,0,validity_judge_disagreement,temporal_align_qa,2023,SLOW,VOLATILE,q_56ebbb98@rerun_12h,rerun_12h
q_92dda9c3,BASE_QUERY,INDETERMINATE_AT_T,0,validity_indeterminate_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_92dda9c3@rerun_24h,rerun_24h
q_02dd7c17,BASE_QUERY,SUPERSEDED_AT_T,0,validity_superseded_at_t,temporal_align_qa,2023,SLOW,VOLATILE,q_02dd7c17@rerun_1h,rerun_1h
q_3df9aae8,BASE_QUERY,VALID_AT_T,1,,temporal_align_qa,2023,SLOW,VOLATILE,q_3df9aae8@rerun_1h,rerun_1h
