unit_id,base_query_id,base_query,snapshot_round,gold,gold_source,gold_year,volatility,freshness_classes,n_requests,request_ids,n_urls,n_pages_kept,evidence_chars,status_llama8b,status_qwen7b,judges_agree,final_status,reason
q_fc47ce8e@rerun_24h,q_fc47ce8e,On what date did the Berlin Wall fall?,rerun_24h,"nov 9, 1989",freshqa,before 2022,SINGLE_YEAR,TIMELESS,2,p_q_fc47ce8e_0|p_q_fc47ce8e_3,1,1,1970,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_ff48fd09@rerun_24h,q_ff48fd09,In language the term ellipsis refers to missing/omitted what?,rerun_24h,words,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,p_q_ff48fd09_1,1,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_04a0842f@rerun_24h,q_04a0842f,In what city did the first successful heart transplant from a pig to a human patient take place?,rerun_24h,baltimore,freshqa,2022,SINGLE_YEAR,TIMELESS,1,q_04a0842f,3,3,2804,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_04a7276c@rerun_24h,q_04a7276c,What type of bird is a ptarmigan?,rerun_24h,grouse,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_04a7276c,1,1,433,INDETERMINATE_AT_T,INDETERMINATE_AT_T,1,INDETERMINATE_AT_T,dual_judge_agreement
q_10c25152@rerun_24h,q_10c25152,Who was appointed the first woman cabinet minister in the UK?,rerun_24h,margaret bondfield,triviaqa,,NOT_TIME_KEYED,TIMELESS,2,p_q_10c25152_1|q_10c25152,1,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_21593fd1@rerun_1h,q_21593fd1,"""The album """"Good Girl Gone Bad"""" was the number 1 selling album in the UK in 2009 with sales of 1.5 million. Who was the singer?""",rerun_1h,rihanna,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_21593fd1,1,1,1999,SUPERSEDED_AT_T,INDETERMINATE_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_268237ac@rerun_24h,q_268237ac,Who was the jockey riding the winning horse in the latest Tenno Sho Autumn?,rerun_24h,christophe lemaire,temporal_align_qa,2023,VOLATILE,MEDIUM,2,q_268237ac|p_q_268237ac_1,2,1,2000,VALID_AT_T,SUPERSEDED_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_384b354b@rerun_24h,q_384b354b,"As at 2012 Nisiyama Onsen Keiunkan, a hot spring hotel in Hayakawa, Yamanashi, Japan, is officially regarded as being what world-record-holding business?",rerun_24h,oldest,triviaqa,,NOT_TIME_KEYED,TIMELESS,2,q_384b354b|p_q_384b354b_0,1,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_450e7484@rerun_24h,q_450e7484,"How high in feet, normally, is a standard basketball hoop off the ground?",rerun_24h,ten feet,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_450e7484,2,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_5653e571@rerun_24h,q_5653e571,Where was the World Junior Speed Skating Championships held most recently?,rerun_24h,inzell,temporal_align_qa,2023,VOLATILE,FAST,1,q_5653e571,2,2,1014,VALID_AT_T,SUPERSEDED_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_6aed1558@rerun_12h,q_6aed1558,What is the name of the person holding the presidency at Purdue University?,rerun_12h,mung chiang,temporal_align_qa,2023,VOLATILE,SLOW,1,q_6aed1558,1,1,630,VALID_AT_T,SUPERSEDED_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_6bd3b3c9@rerun_12h,q_6bd3b3c9,What is the main spirit in a Margarita?,rerun_12h,tequila,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_6bd3b3c9,2,1,408,VALID_AT_T,SUPERSEDED_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_7dd95f30@rerun_1h,q_7dd95f30,Who hosted BBC Scotland's most recent Hogmanay celebration broadcast?,rerun_1h,edith bowman amy irons,temporal_align_qa,2023,VOLATILE,SLOW,1,q_7dd95f30,1,1,1999,VALID_AT_T,SUPERSEDED_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_84d66f3a@rerun_12h,q_84d66f3a,"In golf, what is the amateur equivalent of the Ryder Cup?",rerun_12h,the walker cup,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_84d66f3a,2,1,622,INDETERMINATE_AT_T,VALID_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_91fe9bbc@rerun_24h,q_91fe9bbc,Who is the current head coach of the Philadelphia Eagles?,rerun_24h,nick sirianni,temporal_align_qa,2023,VOLATILE,SLOW,1,q_91fe9bbc,1,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_92dda9c3@rerun_24h,q_92dda9c3,Who is serving as the mayor of Denver?,rerun_24h,michael hancock michael hancock,temporal_align_qa,2023,VOLATILE,SLOW,1,q_92dda9c3,1,1,226,INDETERMINATE_AT_T,INDETERMINATE_AT_T,1,INDETERMINATE_AT_T,dual_judge_agreement
q_96543752@rerun_12h,q_96543752,Who is the current top league goalscorer for HNK Hajduk Split?,rerun_12h,marko livaja,temporal_align_qa,2023,VOLATILE,MEDIUM,1,q_96543752,1,1,2000,VALID_AT_T,SUPERSEDED_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_a1c19e16@rerun_24h,q_a1c19e16,Who currently represents California's 9th congressional district?,rerun_24h,100px josh harder,temporal_align_qa,2023,VOLATILE,SLOW,1,q_a1c19e16,1,1,1506,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_a8f577f5@rerun_24h,q_a8f577f5,Where was the most recent Grammy Awards ceremony held?,rerun_24h,crypto.com arena,temporal_align_qa,2023,VOLATILE,SLOW,1,q_a8f577f5,1,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_a93676a9@rerun_1h,q_a93676a9,Which Irish musician released a 1988 album entitled ‘Watermark’?,rerun_1h,enya,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_a93676a9,2,2,1299,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_ad306b01@rerun_24h,q_ad306b01,During which conflict was the battle of Blenheim fought?,rerun_24h,war of the spanish succession,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_ad306b01,1,1,633,INDETERMINATE_AT_T,VALID_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_b1bd705b@rerun_24h,q_b1bd705b,In which English county is the town of Wells-next-the- Sea?,rerun_24h,norfolk,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_b1bd705b,2,2,2802,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_c241368e@rerun_1h,q_c241368e,Who is the most recent winner of the New York City Marathon in the Women's open division?,rerun_1h,hellen obiri,temporal_align_qa,2023,VOLATILE,MEDIUM,1,q_c241368e,1,1,2000,VALID_AT_T,SUPERSEDED_AT_T,0,JUDGE_DISAGREEMENT,judges_disagree
q_caa2a1ae@rerun_24h,q_caa2a1ae,"Hatha, Jnana, Bhakti and Karma are all branches of which activity?",rerun_24h,yoga,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_caa2a1ae,2,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_db354b10@rerun_1h,q_db354b10,Which four-letter word means ‘the prong of a fork’?,rerun_1h,tine,triviaqa,,NOT_TIME_KEYED,TIMELESS,1,q_db354b10,2,1,886,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_e2f9f525@rerun_24h,q_e2f9f525,Who is currently representing the 3rd congressional district of Nebraska in the U.S. House of Representatives?,rerun_24h,adrian smith,temporal_align_qa,2023,VOLATILE,SLOW,1,q_e2f9f525,2,1,1490,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_eb3db942@rerun_24h,q_eb3db942,Which company developed Overwatch?,rerun_24h,blizzard entertainment,freshqa,before 2022,SINGLE_YEAR,TIMELESS,1,q_eb3db942,1,1,2000,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
q_f93213af@rerun_24h,q_f93213af,What racing series is Sébastien Loeb currently participating in?,rerun_24h,dakar rally,temporal_align_qa,2023,VOLATILE,SLOW,1,q_f93213af,1,1,271,VALID_AT_T,VALID_AT_T,1,VALID_AT_T,dual_judge_agreement
