query_id,audits,base_query_id,base_query,paraphrase,gold_source,gold_year,freshness_class,label_llama8b,label_qwen7b,judges_agree,reused_existing,existing_verdict,final_label
p_q_60131439_3,mixed_age_400,q_60131439,Which team won the American Basketball Association championship most recently?,What was the most recent team to win an ALBA championship?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_f8c707c8_3,mixed_age_400,q_f8c707c8,Where was the International Political Science Association World Congress held?,What was the page number for the International Political Science Association World Congress?,temporal_align_qa,2023,MEDIUM,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_f49c2f47_3,mixed_age_400,q_f49c2f47,What is the name of the Adidas ball currently used in the UEFA Champions League final?,Which portion of the UEFA Champions League final is actually where my Adidas ball was changed to?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_4ddbae0c_0,mixed_age_400,q_4ddbae0c,Who is the current Master of the Worshipful Company of Security Professionals?,Who is currently serving as the Master of a highly professional security certification firm?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_f6645f8f_0,mixed_age_400,q_f6645f8f,Who won the gold medal in the women's category of the latest Finnish Junior Figure Skating Championship?,Which male skater achieved the highest gold medal position at the latest Finnish Junior Figure Skating Championship?,temporal_align_qa,2023,MEDIUM,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_801947bd_0,mixed_age_400,q_801947bd,Which driver claimed victory at the latest Sno*Drift rally?,Who took home the top pitch at the Sno*Drift rally they organized recently?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_2a49e766_3,mixed_age_400,q_2a49e766,Who currently holds the position of manager for Beijing Guoan F.C.?,Can you provide me with the current rank of Ping Guoan F.C. manager?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_b9ad203c_3,mixed_age_400,q_b9ad203c,What is the alcoholic strength of the most recently released batch of A'bunadh?,What is the specific wine strength of A'bunadh in this newly launched recipe?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_36c62536_1,mixed_age_400,q_36c62536,Which team is the most recent winner of the Suomi-sarja gold medal?,Who was the last entity to come out on top and claim gold in Suomi-sarja?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_71c4d6a7_2,mixed_age_400,q_71c4d6a7,Which institution's athlete won the NABC Player of the Year in NCAA Division III most recently?,Who is the recent 2017 NABC Player of the Year winner and College Gymnastics All-NBA Division III?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_935fff1b_0,mixed_age_400,q_935fff1b,Who was the trainer of the winning horse in the latest edition of the Coronation Stakes?,Which commercial/steered trainer won the winning Coronation Stakes last night?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_645572d1_1,mixed_age_400,q_645572d1,Which team was the runner-up in the Korvpalli Meistriliiga championship?,Which club secured the lower part of its title in the Korvpalli Meistriliiga?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_5329f934_3,mixed_age_400,q_5329f934,Who is the leading goalkicker for the Brisbane Lions Australian Football League team?,"On the Brisbane Lions Melbourne Cup, who is recognized as the most outstanding scorer?",temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_48e27a79_2,mixed_age_400,q_48e27a79,Which pair earned the silver medal in the Pairs category at the last European Figure Skating Championships?,Figure Skating Championships: Who won the silver medal (prior to this event) in Pairs with 3 Gold Medalist awards?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_8853a8be_2,mixed_age_400,q_8853a8be,Which team was the runner-up in the latest Ranji Trophy final?,Lakota: Who was the Last team to win this years Ranji Trophy?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_8ac2e944_2,mixed_age_400,q_8ac2e944,What was the probability of the most recent NBA draft lottery winner to get the first pick?,When did the youngest lottery winner of this particular NBA draft become the first pick in rankings?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_b220eed5_0,mixed_age_400|heldout_400,q_b220eed5,Which driver won the latest HighPoint.com 400 race?,Who claimed the top position in yesterday's HighPoint.com 400?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_14607683_0,mixed_age_400,q_14607683,Which trainer prepared the winning horse of the latest Norfolk Stakes (Great Britain)?,Who trained the successful stallion in the latest Norfolk Stakes (Great Britain)?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_67c87177_1,mixed_age_400,q_67c87177,Who was the most recent recipient of the Ron McAuliffe Medal?,"Before anyone else, what is the name of the individual who received the Ron McAuliffe Medal?",temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_16f7110e_1,mixed_age_400,q_16f7110e,Which football club was the runner-up in the last KNVB Women's Cup final?,What team came in second place to contest the KNVB Women's Cup?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_c52c10db_1,mixed_age_400,q_c52c10db,Which jockey rode the winning horse in the most recent Tenno Sho Spring?,Who steered the victorious horse in this year's Tenno Sho Spring during Jockey?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_c973e5b1_0,mixed_age_400,q_c973e5b1,Who is the recipient of the most recent FWA Tribute Award?,Who has given the FWA Tribute Award after its previous presentation?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_6a754bab_0,mixed_age_400,q_6a754bab,Who is the current President of the Institute of Physics and Engineering in Medicine?,I'm curious to know the identity of who is heading the Institute of Physics and Engineering in Medicine.,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_9aa8fdeb_0,mixed_age_400,q_9aa8fdeb,What is John Carroll Lynch's character in his most recent television appearance?,What is the character explained by John Carroll Lynch in his recent TV series?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_b32eed02_0,mixed_age_400,q_b32eed02,Who trained the horse that won the last Preis der Diana?,Who provided the training for the horse that just won the Prix der Diana competition?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_9e9cc170_2,mixed_age_400,q_9e9cc170,Who was the runner-up in the most recent Bar billiards World Championship?,Who was declared the winner of the most recent Bar billiards World Championship?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_90bb4e98_0,mixed_age_400,q_90bb4e98,Who holds the position of director at TG1 right now?,Who is condense director at TG1?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_4dfb357f_0,mixed_age_400,q_4dfb357f,What was the winning score at the latest Price Cutter Charity Championship?,What was the highest bid in the Price Cutter Charity Championship's previous occasion?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_85ab1b76_1,mixed_age_400,q_85ab1b76,Who was the trainer of the winning horse in the most recent Prix Ganay race?,Who tipped the finishing horse in the latest Prix Ganay?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_0899721b_0,mixed_age_400,q_0899721b,Who is the University of California student regent?,Who a the regent of University of California?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_86e95f29_0,mixed_age_400,q_86e95f29,Where was the awards night of the most recent Metro Manila Film Festival held?,In what location did the recent awards ceremony at the Metro Manila Film Festival occur?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_14607683_1,mixed_age_400,q_14607683,Which trainer prepared the winning horse of the latest Norfolk Stakes (Great Britain)?,Which jockey trained the winner of this year's Norfolk Stakes (Great Britain)?,temporal_align_qa,2023,MEDIUM,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_9b44b067_0,mixed_age_400,q_9b44b067,Who is the current manager of the Thailand national football team?,Can you tell me the name of the football coach who serves as Thailand's national team leader?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_67c87177_3,mixed_age_400,q_67c87177,Who was the most recent recipient of the Ron McAuliffe Medal?,Which person was awarded the Ron McAuliffe Medal?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_c66aa371_2,mixed_age_400,q_c66aa371,Which car received a special award for the most advanced technology in Japan?,What car was recognized as the most advanced in Japan?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_0c61ace3_3,mixed_age_400|heldout_400,q_0c61ace3,Which athlete won the Giant Slalom Men's World Cup?,What individual was declared the winner of the Giant Slalom Men's World Cup?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_c2bcbdff_2,mixed_age_400,q_c2bcbdff,Who won the most recent IndyCar race at Texas Motor Speedway?,Who was the triumphant record-stealing participant in the most recent IndyCar race held at Texas Motor Speedway?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_75e28045_2,mixed_age_400,q_75e28045,Which university’s team won the Design/Build/Fly competition?,"Who was declared the winner of the Design/Build/Fly competition, specifically from a university?",temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_8e1c3bc4_1,mixed_age_400,q_8e1c3bc4,Which player won the Calder Memorial Trophy as the rookie of the year in the National Hockey League?,National Hockey League: Who is now rookie of the year who lifted the Calder Memorial Trophy?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_bac0fe01_3,mixed_age_400,q_bac0fe01,Which team is the current champion of the All-Ireland Junior Ladies' Football Championship?,"Who, if any, is at the top spot in this year's All-Ireland Junior Ladies' Football Championship?",temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_fbc7a20d_2,mixed_age_400,q_fbc7a20d,Who won the gold medal in the women’s category at the most recent Swiss Figure Skating Championships?,Who was the champion of women's figure skating at the latest Swiss Figure Skating Championships?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_02895ac6_0,mixed_age_400,q_02895ac6,Who was the trainer of the horse that won the latest Galway Hurdle?,Who trained the horse involved in last Saturday's Galway Hurdle?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_1fe5242d_3,mixed_age_400,q_1fe5242d,Who was the jockey that rode the winning horse in the latest Hong Kong Sprint?,Which jockey rode out the winner horse in recent Hong Kong Sprint?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_47ba6dcb_1,mixed_age_400,q_47ba6dcb,What company is displayed as the current shirt sponsor on Hapoel Haifa F.C.'s jerseys?,Do you know the current shirt sponsor of Hapoel Haifa F.C.?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_99dcb85c_0,mixed_age_400,q_99dcb85c,Which team won the Wayne County Athletic League boys football championship most recently?,Who was the team that took home the latest Wayne County Athletic League boys football championship title?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_3b332e4e_2,mixed_age_400,q_3b332e4e,Who are the current champions in the Luge World Cup Men's doubles?,Who are the reigning champions in doubles competition at Luge World Cup Men?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_c354442b_1,mixed_age_400,q_c354442b,Who currently holds the position of Minister of Foreign Affairs in Madagascar?,Who is presently serving as the Foreign Affairs Minister of Madagascar?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_33ca27e1_2,mixed_age_400,q_33ca27e1,Who was the jockey for the winning horse at the Musidora Stakes?,Who was the jockey that steered his horse to win the Musidora Stakes?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_9b57150e_1,mixed_age_400,q_9b57150e,Where did the Seattle Mariners play their most recent Opening Day game?,Where was the last Opening Day game for the Seattle Mariners?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_df05880a_1,mixed_age_400,q_df05880a,Which team won the third-place match in the most recent Bulgarian Basketball Cup?,Who claimed the third spot in the newest Bulgarian Basketball Cup tournament?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_33f8046d_2,mixed_age_400,q_33f8046d,Who is the current Individual Speedway World Championship winner?,Who holds the Individual Speedway World Championship title at present?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_fddc380c_2,mixed_age_400,q_fddc380c,Which club does the current Grogan Medal winner play for?,What is the current club affiliation of the Grogan Medal winner?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_f54d3aa2_1,mixed_age_400|heldout_400,q_f54d3aa2,Who is the current head coach of Galatasaray S.K. men's basketball team?,Who is the appointed head coach of Galatasaray S.K. men's basketball team?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_75e28045_3,mixed_age_400,q_75e28045,Which university’s team won the Design/Build/Fly competition?,What university was the winner of the Design/Build/Fly competition?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_b9a75c82_1,mixed_age_400,q_b9a75c82,Which hockey team won the Men's England Hockey League?,Which team triumphed in the Men's England Hockey League?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_39cd95a7_1,mixed_age_400,q_39cd95a7,Where will NeurIPS be located this year?,In what location is NeurIPS scheduled to take place this year?,freshqa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_78251db1_0,mixed_age_400,q_78251db1,What is the location of the football stadium for the Azerbaijan Cup Final match?,What is the identity of the football stadium where the Azerbaijan Cup Final game takes place?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_5431673a_3,mixed_age_400,q_5431673a,Where was the Rugby Europe Under-18 Championship final held?,What was the venue of the finals for the Rugby Europe Under-18 Championship?,temporal_align_qa,2023,MEDIUM,SAME,SAME,1,0,,SAME
p_q_40d3878e_3,mixed_age_400,q_40d3878e,Who was the runner-up in the Veikkausliiga?,Who got rid of the lag in our series Veikkausliiga?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_d78d0eec_3,mixed_age_400,q_d78d0eec,Who is the serving U.S. Representative for Virginia's 1st congressional district?,What is the location of Virginia's primary congressional district in comparison to other regions?,temporal_align_qa,2023,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_c06f1aba_3,mixed_age_400,q_c06f1aba,Who is the current sideline reporter for the Cleveland Browns radio broadcast?,Is Mark Alvarado the current person on team leader for Cleveland Browns radio?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_9bf08ec9_1,mixed_age_400,q_9bf08ec9,Who is currently considered the pound for pound #1 fighter by The Ring magazine?,The Ring magazine believes that the heavyweight champion currently at last minute is Kevin Durbin.,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_807cdee5_0,mixed_age_400,q_807cdee5,Where is Cambridge City F.C.'s home ground?,Where could playing/sodding happen if I wanted to start with Cambridge City F.C. at the Oval?,temporal_align_qa,2023,SLOW,SAME,SAME,1,1,DIFFERENT,DIFFERENT
p_q_2b61b711_2,mixed_age_400,q_2b61b711,Which team was the runner-up in the last Lietuvos krepšinio lyga season?,Who won Trondi Kogna renos loggior season?,temporal_align_qa,2023,SLOW,UNCLEAR,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_8dc147d0_2,mixed_age_400,q_8dc147d0,In what country was the most recent winner of the Nobel Prize for Literature born?,When was the Nobel Prize for literature born in Greece?,freshqa,2023,SLOW,UNCLEAR,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_874ffcdd_0,mixed_age_400,q_874ffcdd,Who is the current skip of the team Ben Hebert plays for?,Who is the individual behind Ben Hebert's skilful procedure?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_c914875b_3,mixed_age_400,q_c914875b,Which club finished third in the most recent season of the Belarusian Premier League?,Who was the loser in terms of results-adjusted 2p matches to troisième place (Belarusian Premier League) this season?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_9a3d3ff9_2,mixed_age_400,q_9a3d3ff9,What position does the latest Roberto Clemente Award winner play?,Which staff member is awarded the highest rank in the program?,temporal_align_qa,2023,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_cc0d02ca_1,mixed_age_400,q_cc0d02ca,What is the current state of the heaviest Earth observing satellite and Kessler syndrome threat?,Could you disclose circumstances that prefigured the most dominant phenomenon on Earth at Kessler syndrome and an important observation satellite speed?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_f61856a1_0,mixed_age_400,q_f61856a1,What division is FSV Zwickau currently playing in?,Fsv wickau?,temporal_align_qa,2023,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_2c3456d3_3,mixed_age_400|heldout_400,q_2c3456d3,Who is the skip of Colin Hufman's curling team?,Who also sails the first flag for Colin Hufman on her curling outboard?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_b37330f1_0,mixed_age_400,q_b37330f1,Who is the current manager of the New York Mets?,Who led the New York Mets into a dangerous end?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_d529bed8_1,mixed_age_400,q_d529bed8,Who is the current Speaker of the Saeima?,Could you enlighten me on the individual who reigns over the Saeima in its presidency?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_7ed2a6d6_1,mixed_age_400,q_7ed2a6d6,Which institution's representative is serving as the current chair of the Russell Group?,Is there a nominee available for the position of chair at the Russell Group?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_68d60970_2,mixed_age_400,q_68d60970,Who is the current title holder of the Kisei tournament in Go?,What was Kisei champion at the last Go meeting?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_17f33f25_1,mixed_age_400,q_17f33f25,Which language has the third largest population by total number of speakers?,"Among all different types of English languages, which one has the highest number of speakers? That is a third-world language.",freshqa,before 2022,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_1c20f8ba_0,mixed_age_400,q_1c20f8ba,What slogan is featured on a current specialty license plate in Wisconsin?,What language is employed to receptive the slogan of an Minnesota specialty license plate?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_96dff6da_0,mixed_age_400,q_96dff6da,What month and year did Bitcoin reach its peak value?,Which day and month represented the lowest value for Bitcoin?,freshqa,2021,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_887b8e3c_0,mixed_age_400,q_887b8e3c,Which player received the most votes for the NBA All-Star game?,Who was the unanimous choice over every other player for the NBA All-Star qualifier?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_4209c718_2,mixed_age_400,q_4209c718,Who is serving as the U.S. House representative for South Carolina's 4th congressional district?,"Who represent in s.cr (9th pace) U.S U-house represents 4rd district, South Carolina?",temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_d02a1da9_0,mixed_age_400,q_d02a1da9,Who did California cast its electoral votes for in the recent presidential election?,Which candidate ran for President in California?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_3c4c45fe_1,mixed_age_400,q_3c4c45fe,Who is the current captain of the West Indies ODI cricket team?,Who's got the captain’s share of an I'm conducting west indies ODI final?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_79daac81_3,mixed_age_400,q_79daac81,How many flights of the Space Launch System have been successfully launched?,"Could you provide the count of air, land and ground flights achieved by our Space Launch System?",freshqa,2022,SLOW,SAME,SAME,1,1,SAME,SAME
p_q_1b42ed48_2,mixed_age_400,q_1b42ed48,Which professional wrestling promotion hosted the latest event at the Tokyo Dome?,The current organizing force of the promotion was held at the Tokyo Dome for professional wrestling; name it and location.,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_18f5cfa8_0,mixed_age_400,q_18f5cfa8,Who is the current elected representative of the Electoral district of Pittwater?,"I am curious to know the pick for the electoral seat in Pittwater, what is your knowledge on this election?",temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_83607c5d_1,mixed_age_400,q_83607c5d,In which series did Jenson Button most recently compete?,What Was Jenson Button's Last Rally TV Series?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_c06a0019_3,mixed_age_400,q_c06a0019,What is the full name of the person currently serving as the Member of the Legislative Assembly for Peace River?,What is the detailed title of the Member for Peace River in this position?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_a6c1b4ce_2,mixed_age_400,q_a6c1b4ce,Who is playing as the third on Glenn Howard's curling team?,Which individual exists between Glenn Howard and the third member of his curling family?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_6a7dc28e_2,mixed_age_400,q_6a7dc28e,What is the second highest-grossing Kannada movie of all time?,"Among all the Kannada movies, which one holds it's biggest customer base?",freshqa,2022,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_d0a5e0b6_2,mixed_age_400,q_d0a5e0b6,Who is the current provincial representative for Keewatinook?,Who holds the position of Senator for Keewatinook?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_8fb47752_1,mixed_age_400,q_8fb47752,In what city was the person currently acting as the U.S. speaker of house born?,Which city represented by the speaker of house in real life is the u.s?,freshqa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_84e159d5_0,mixed_age_400,q_84e159d5,Who is the head coach for the team playing at Autzen Stadium?,What is the title of squad chairman at Autzen Stadium?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_4bc25294_0,mixed_age_400,q_4bc25294,Who plays the position of third on Colin Hufman's current curling team?,Who is second on Colin Hufman now at curling?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_196f0aca_2,mixed_age_400,q_196f0aca,When did the current manager of Stoke City F.C. begin their term?,What year was the previous president of Stoke City F.C.?,temporal_align_qa,2023,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_ba4e488d_3,mixed_age_400,q_ba4e488d,How did the current representative for Indiana's 9th congressional district come into office?,Could you explain the process of electing the new governor for Indiana's 9th congressional district?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_d62648af_0,mixed_age_400,q_d62648af,What is the source or reference for the circumstances surrounding the most recent death of a journalist in Bangladesh?,Could you point us in the direction of supplementary information regarding the recent passing out of an American journalist in Bangladesh?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_091c3460_2,mixed_age_400,q_091c3460,Which basketball team is the most recent runner-up in the Georgian Superliga?,What team was likely to finish as the runner-up in the Georgian Superliga?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_e192f364_1,mixed_age_400,q_e192f364,"Who is the individual known for cosplay, especially of the Joker character, that was incarcerated at the United States Penitentiary, Atlanta?","Among the aforementioned individuals, who is considered the person most of fart in this cosplay made by Joker, nonetheless in his jail cell at Atlanta's United States Penitentiary?",temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_bb9e40d6_0,mixed_age_400,q_bb9e40d6,Which team is the current champion of the Aruban Division di Honor?,Which squad is known for their speed in the Aruban Division di Honor?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_6f1acb10_3,mixed_age_400,q_6f1acb10,What is the playoffs result for the Western Conference regular season champion?,What is the league leader's selection criteria in the Western Conference playoffs?,temporal_align_qa,2023,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_53b66262_0,mixed_age_400,q_53b66262,Where is Tesla's headquarters?,To which location does Tesla devote their offices?,freshqa,before 2022,SLOW,SAME,SAME,1,0,,SAME
p_q_a21594ce_0,mixed_age_400,q_a21594ce,Who is the lead in Colin Hufman's curling team?,Which player has the highest rank on Colin Hufman's team (curling)?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_e5fcdad4_1,mixed_age_400,q_e5fcdad4,Who is the current kit manufacturer for Dundee United F.C.?,Who finally manufactures the outfit for Dundee United F.C.?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_594b8e7a_3,mixed_age_400,q_594b8e7a,What was the venue of the most recent game between the Brisbane Broncos and the North Queensland Cowboys?,Where was last year's Brisbane Broncos (North qbi) Cowboys rugby game played at?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_7946d4f3_0,mixed_age_400,q_7946d4f3,Who is the lead designer of the latest machine released by Stern Pinball?,Who is the consultant behind Stern Pinball's new product line?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_8ec920df_1,mixed_age_400,q_8ec920df,Which team is placed third in the American League West standings?,Who has secured the third spot in the American League West among fans?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_83607c5d_3,mixed_age_400,q_83607c5d,In which series did Jenson Button most recently compete?,What is the date of last appearing Jenson Button in a series?,temporal_align_qa,2023,SLOW,SAME,DIFFERENT,0,0,,JUDGE_DISAGREEMENT
p_q_51b242c2_3,mixed_age_400,q_51b242c2,Which cricket team won the Nottinghamshire Cricket Board Premier League most recently?,Nottinghamshire Cricket Board Premier League: Which team won?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_624c6c50_2,mixed_age_400,q_624c6c50,Who received the Country Music Association Award for Male Vocalist of the Year?,What male singer was the recipient of this years Country Music Association Award?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_99c9cb7f_2,mixed_age_400,q_99c9cb7f,What is the name of the trainer who trained the most recent winner of the Christmas Hurdle?,Who was the instructor that steered last year's Christmas Hurdle ribbon?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_486683c8_3,mixed_age_400,q_486683c8,Which areas are included in the California's 10th congressional district as of now?,"Today, what cities are parts of the 10th congressional district in California?",temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_f331a4d9_1,mixed_age_400,q_f331a4d9,Which area does California's 12th congressional district currently cover?,What is the current size of California's 12th congressional district?,temporal_align_qa,2023,SLOW,DIFFERENT,DIFFERENT,1,0,,DIFFERENT
p_q_27293a94_1,mixed_age_400,q_27293a94,Who is the current President of Nigeria?,Do you know the name of the president who is running Nigeria?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
p_q_e9a277e7_0,mixed_age_400,q_e9a277e7,Which hometown is the current Miss New Mexico from?,What is the location of Mrs. New Mexico's current hometown?,temporal_align_qa,2023,SLOW,SAME,SAME,1,0,,SAME
