audit,query_id,query,gold,fc,t,in_S,arms,sttl_k1_8_present
mixed_age_400,p_q_b32eed02_0,Who provided the training for the horse that just won the Prix der Diana competition?,Henk Grewe,MEDIUM,343439.5140484664,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9e9cc170_2,Who was declared the winner of the most recent Bar billiards World Championship?,Trevor Gallienne,MEDIUM,550160.497913378,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_90bb4e98_0,Who is condense director at TG1?,Gian Marco Chiocci,MEDIUM,296665.8677842039,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_4dfb357f_0,What was the highest bid in the Price Cutter Charity Championship's previous occasion?,263,MEDIUM,455839.579272296,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_85ab1b76_1,Who tipped the finishing horse in the latest Prix Ganay?,Jean-Pierre Gauvin,MEDIUM,564042.2532819612,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0899721b_0,Who a the regent of University of California?,Marlenee Blas Pedral,MEDIUM,582548.257956044,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_86e95f29_0,In what location did the recent awards ceremony at the Metro Manila Film Festival occur?,New Frontier Theater,MEDIUM,432346.76167495135,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_14607683_1,Which jockey trained the winner of this year's Norfolk Stakes (Great Britain)?,Adrian Murray,MEDIUM,576842.2583997509,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9b44b067_0,Can you tell me the name of the football coach who serves as Thailand's national team leader?,Alexandré Pölking,MEDIUM,138146.09668830325,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_67c87177_3,Which person was awarded the Ron McAuliffe Medal?,Reuben Cotter,MEDIUM,574530.7989612096,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c66aa371_2,What car was recognized as the most advanced in Japan?,BMW iX  Nissan X-Trail  Honda Civic e:HEV/Type R  Nissan Sakura/Mitsubishi eK X EV,MEDIUM,168753.0923709053,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0c61ace3_3,What individual was declared the winner of the Giant Slalom Men's World Cup?,Marco Odermatt,MEDIUM,490193.4779826022,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c2bcbdff_2,Who was the triumphant record-stealing participant in the most recent IndyCar race held at Texas Motor Speedway?,Josef Newgarden,MEDIUM,307048.70384108875,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_75e28045_2,"Who was declared the winner of the Design/Build/Fly competition, specifically from a university?",RWTH Aachen University,MEDIUM,307086.6378829153,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_8e1c3bc4_1,National Hockey League: Who is now rookie of the year who lifted the Calder Memorial Trophy?,Matty Beniers,MEDIUM,512376.73459017,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_bac0fe01_3,"Who, if any, is at the top spot in this year's All-Ireland Junior Ladies' Football Championship?",Down,MEDIUM,440729.8699563992,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_fbc7a20d_2,Who was the champion of women's figure skating at the latest Swiss Figure Skating Championships?,Livia Kaiser,MEDIUM,341404.9023601046,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_02895ac6_0,Who trained the horse involved in last Saturday's Galway Hurdle?,Willie Mullins,MEDIUM,443060.13306060026,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_1fe5242d_3,Which jockey rode out the winner horse in recent Hong Kong Sprint?,Zac Purton,MEDIUM,557897.5723727024,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_47ba6dcb_1,Do you know the current shirt sponsor of Hapoel Haifa F.C.?,Leos,MEDIUM,370550.87848561397,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_99dcb85c_0,Who was the team that took home the latest Wayne County Athletic League boys football championship title?,"Dalton, Northwestern",MEDIUM,540583.2013086472,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3b332e4e_2,Who are the reigning champions in doubles competition at Luge World Cup Men?,Germany Tobias Wendl  Tobias Arlt,MEDIUM,491874.44366951386,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c354442b_1,Who is presently serving as the Foreign Affairs Minister of Madagascar?,Léon Rakotonirina  Acting Minister,MEDIUM,331119.7489203253,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_33ca27e1_2,Who was the jockey that steered his horse to win the Musidora Stakes?,Frankie Dettori,MEDIUM,305565.0206461548,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9b57150e_1,Where was the last Opening Day game for the Seattle Mariners?,T-Mobile Park,MEDIUM,332840.9607072424,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_df05880a_1,Who claimed the third spot in the newest Bulgarian Basketball Cup tournament?,Chernomorets and Balkan Botevgrad,MEDIUM,486306.63349893346,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_33f8046d_2,Who holds the Individual Speedway World Championship title at present?,Bartosz Zmarzlik,MEDIUM,517814.38663468615,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_fddc380c_2,What is the current club affiliation of the Grogan Medal winner?,Broadbeach,MEDIUM,127219.0587154959,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_f54d3aa2_1,Who is the appointed head coach of Galatasaray S.K. men's basketball team?,Greece Andreas Pistiolis,MEDIUM,508690.1514537191,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_75e28045_3,What university was the winner of the Design/Build/Fly competition?,RWTH Aachen University,MEDIUM,391777.123876708,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_b9a75c82_1,Which team triumphed in the Men's England Hockey League?,Old Georgians,MEDIUM,463137.6271938727,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_39cd95a7_1,In what location is NeurIPS scheduled to take place this year?,New Orleans,MEDIUM,512083.6239133108,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_78251db1_0,What is the identity of the football stadium where the Azerbaijan Cup Final game takes place?,3 June 2023   Baku – Bakcell Arena,MEDIUM,581021.3710225073,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_5431673a_3,What was the venue of the finals for the Rugby Europe Under-18 Championship?,Prague,MEDIUM,312869.05490901717,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_dbb1cb5d,Who is the leading goalkicker for Fremantle Football Club?,Jye Amiss,MEDIUM,128964.89161070438,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_39c51b6d,What team finished eleventh in the Western Conference most recently?,DAL,MEDIUM,95142.66813242766,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_394f249c,From which club is the leading goalscorer in the latest season of the Armenian Premier League?,"Luka Juričić, Yusuf Otubanjo",MEDIUM,168861.163336135,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_8b7e079f,Where was the last Women's PGA Championship held?,Baltusrol Golf Club,MEDIUM,57069.22297886232,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_493b174b,What is the most recent Walt Disney Animation Studios's animated film?,Strange World,MEDIUM,294602.66662933154,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_c8d65331,From which hometown is the current Miss Kentucky USA?,Lexington,MEDIUM,278784.47071183793,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_cb349d3b,In how many episodes does Chris Bauer appear in his most recent television role?,Main role,MEDIUM,130970.76567320713,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_4a625c6c,Which team does the current Les Cunningham Award winner play for?,Calgary Wranglers,MEDIUM,167312.91136475428,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_abacb5ad,Who is the winner of the Top Fuel category at the most recent Gatornationals?,Mike Salinas,MEDIUM,282943.85976265627,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_c1c6c0b6,Who was the trainer of the winning horse in the most recent Tenno Sho Autumn?,Tetsuya Kimura,MEDIUM,20385.870959033855,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_8463aab3,Who hosted the pregame show for the most recent televised Super Bowl?,Curt Menefee,MEDIUM,88649.23096290848,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_9c334cd8,Who is the current LBA Most Valuable Player?,Colbey Ross,MEDIUM,47195.35871104405,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_268237ac,Who was the jockey riding the winning horse in the latest Tenno Sho Autumn?,Christophe Lemaire,MEDIUM,168083.1382213864,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_3863ccbb,What team won the Little 500 race?,Cutters,MEDIUM,293425.2905372936,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_40d3878e_3,Who got rid of the lag in our series Veikkausliiga?,HJK,SLOW,558559.0276411073,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d78d0eec_3,What is the location of Virginia's primary congressional district in comparison to other regions?,Rob Wittman,SLOW,370356.2655795093,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c06f1aba_3,Is Mark Alvarado the current person on team leader for Cleveland Browns radio?,Je'Rod Cherry,SLOW,475892.5326077704,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9bf08ec9_1,The Ring magazine believes that the heavyweight champion currently at last minute is Kevin Durbin.,Oleksandr Usyk,SLOW,203508.90718301645,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_807cdee5_0,Where could playing/sodding happen if I wanted to start with Cambridge City F.C. at the Oval?,"Bridge Road, Histon",SLOW,307327.5681257213,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_2b61b711_2,Who won Trondi Kogna renos loggior season?,Rytas,SLOW,455528.6234066285,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_8dc147d0_2,When was the Nobel Prize for literature born in Greece?,Norway,SLOW,502175.6068236875,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_874ffcdd_0,Who is the individual behind Ben Hebert's skilful procedure?,Brendan Bottcher,SLOW,574693.9076901402,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c914875b_3,Who was the loser in terms of results-adjusted 2p matches to troisième place (Belarusian Premier League) this season?,Torpedo-BelAZ Zhodino,SLOW,392576.44691627484,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9a3d3ff9_2,Which staff member is awarded the highest rank in the program?,Outfielder,SLOW,574365.104664602,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_cc0d02ca_1,Could you disclose circumstances that prefigured the most dominant phenomenon on Earth at Kessler syndrome and an important observation satellite speed?,In service,SLOW,279975.29576375626,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_f61856a1_0,Fsv wickau?,3. Liga,SLOW,141061.95017396138,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_2c3456d3_3,Who also sails the first flag for Colin Hufman on her curling outboard?,John Shuster,SLOW,56074.53627699734,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_b37330f1_0,Who led the New York Mets into a dangerous end?,Buck Showalter,SLOW,384478.82159235544,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d529bed8_1,Could you enlighten me on the individual who reigns over the Saeima in its presidency?,Edvards Smiltēns,SLOW,339326.2091784906,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_7ed2a6d6_1,Is there a nominee available for the position of chair at the Russell Group?,Manchester,SLOW,423758.71203806513,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_68d60970_2,What was Kisei champion at the last Go meeting?,Ichiriki Ryo,SLOW,588451.8983150546,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_17f33f25_1,"Among all different types of English languages, which one has the highest number of speakers? That is a third-world language.",Hindi,SLOW,346860.65585324954,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_1c20f8ba_0,What language is employed to receptive the slogan of an Minnesota specialty license plate?,Share The Road,SLOW,510685.86876293767,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_96dff6da_0,Which day and month represented the lowest value for Bitcoin?,November 2021,SLOW,227617.37852165493,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_887b8e3c_0,Who was the unanimous choice over every other player for the NBA All-Star qualifier?,LeBron James,SLOW,570686.4289898989,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_4209c718_2,"Who represent in s.cr (9th pace) U.S U-house represents 4rd district, South Carolina?",William Timmons,SLOW,486964.2082881377,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d02a1da9_0,Which candidate ran for President in California?,Biden/ Harris  Y,SLOW,539229.667219357,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3c4c45fe_1,Who's got the captain’s share of an I'm conducting west indies ODI final?,Shai Hope,SLOW,398864.5273405726,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_79daac81_3,"Could you provide the count of air, land and ground flights achieved by our Space Launch System?",1,SLOW,528287.7143638647,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_1b42ed48_2,The current organizing force of the promotion was held at the Tokyo Dome for professional wrestling; name it and location.,NOAH,SLOW,408043.38994340156,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_18f5cfa8_0,"I am curious to know the pick for the electoral seat in Pittwater, what is your knowledge on this election?",Rob Stokes,SLOW,89337.89417704172,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_83607c5d_1,What Was Jenson Button's Last Rally TV Series?,NASCAR Cup Series,SLOW,260675.1290888546,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c06a0019_3,What is the detailed title of the Member for Peace River in this position?,Dan Williams,SLOW,496371.0633048307,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_a6c1b4ce_2,Which individual exists between Glenn Howard and the third member of his curling family?,Scott Howard,SLOW,340820.4045705381,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_6a7dc28e_2,"Among all the Kannada movies, which one holds it's biggest customer base?",Kantara,SLOW,469093.31039785966,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d0a5e0b6_2,Who holds the position of Senator for Keewatinook?,Ian Bushie,SLOW,376950.3896732198,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_8fb47752_1,Which city represented by the speaker of house in real life is the u.s?,"Gastonia, North Carolina",SLOW,293875.0195433409,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_84e159d5_0,What is the title of squad chairman at Autzen Stadium?,Dan Lanning,SLOW,175664.57768697524,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_4bc25294_0,Who is second on Colin Hufman now at curling?,Chris Plys,SLOW,285724.677435881,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_196f0aca_2,What year was the previous president of Stoke City F.C.?,December 2023,SLOW,317883.6337730304,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_ba4e488d_3,Could you explain the process of electing the new governor for Indiana's 9th congressional district?,Elected in 2016. Re-elected in 2018. Re-elected in 2020. Retired.,SLOW,349341.5823689995,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_d62648af_0,Could you point us in the direction of supplementary information regarding the recent passing out of an American journalist in Bangladesh?,IFJ,SLOW,310005.2000089504,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_091c3460_2,What team was likely to finish as the runner-up in the Georgian Superliga?,BC Rustavi,SLOW,179331.5645209775,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e192f364_1,"Among the aforementioned individuals, who is considered the person most of fart in this cosplay made by Joker, nonetheless in his jail cell at Atlanta's United States Penitentiary?","Alan Li, MD",SLOW,361884.5996995656,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_bb9e40d6_0,Which squad is known for their speed in the Aruban Division di Honor?,RCA,SLOW,374249.96541511326,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_6f1acb10_3,What is the league leader's selection criteria in the Western Conference playoffs?,Lost first round,SLOW,327056.9137501032,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_53b66262_0,To which location does Tesla devote their offices?,"Austin, TX",SLOW,380511.2197673936,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_a21594ce_0,Which player has the highest rank on Colin Hufman's team (curling)?,John Landsteiner,SLOW,280194.5556262115,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e5fcdad4_1,Who finally manufactures the outfit for Dundee United F.C.?,Macron,SLOW,417265.6568441634,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_594b8e7a_3,Where was last year's Brisbane Broncos (North qbi) Cowboys rugby game played at?,Queensland Country Bank Stadium,SLOW,331859.38404898305,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_7946d4f3_0,Who is the consultant behind Stern Pinball's new product line?,Brian Eddy,SLOW,550821.0771952259,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_8ec920df_1,Who has secured the third spot in the American League West among fans?,Seattle,SLOW,157345.39777860962,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_83607c5d_3,What is the date of last appearing Jenson Button in a series?,NASCAR Cup Series,SLOW,291812.6890162557,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_51b242c2_3,Nottinghamshire Cricket Board Premier League: Which team won?,Cuckney,SLOW,478205.42025623214,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_624c6c50_2,What male singer was the recipient of this years Country Music Association Award?,Chris Stapleton,SLOW,543086.0181500004,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_99c9cb7f_2,Who was the instructor that steered last year's Christmas Hurdle ribbon?,Nicky Henderson,SLOW,216926.4306138014,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_486683c8_3,"Today, what cities are parts of the 10th congressional district in California?",2013–2023 300px Central Valley including Modesto and Tracy,SLOW,305773.31982310856,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_f331a4d9_1,What is the current size of California's 12th congressional district?,2023–present 300px northwestern portion of Alameda County,SLOW,332516.20908109576,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_27293a94_1,Do you know the name of the president who is running Nigeria?,Bola Tinubu,SLOW,446586.63889438455,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e9a277e7_0,What is the location of Mrs. New Mexico's current hometown?,Las Cruces,SLOW,129283.26010913064,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_94939cea_0,What was the site of last minute matches in Macedonian Football Cup?,"Petar Miloševski Training Centre, Skopje",SLOW,316561.30501207855,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3ac69f62_0,Who currently holds the seat in Assembly of Pelabuhan Klang?,Azmizam Zaman Huri,SLOW,225257.84815374116,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_70ab2a41_3,Can you tell me the name of the women's champion in Italy during the National Time Trial Championships?,Elisa Longo Borghini,SLOW,462991.83303817426,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_1ed44863_1,Which individual holds the 4th congressional district in Louisiana?,Mike Johnson,SLOW,308706.74234301026,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_97b198d0_3,At which sporting event is Gloucester Rugby scheduled to compete in the European Cup?,Champions Cup,SLOW,438063.14367921604,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_c26ddee2_1,What is the present position of the Michigan Wolverines baseball player?,Second Baseman,SLOW,583894.8726820375,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_baf11e36_1,The same party who currently appoints the second deputy speaker of Finland's Parliament?,Finns Party,SLOW,263999.5871264739,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_19e1347b_1,Where did the last Los Angeles Angels Opening Day game take place?,RingCentral Coliseum,SLOW,278557.6669398998,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_18279081_1,Can you provide information about the speaker of the Alaska House of Representatives?,Louise Stutes,SLOW,553130.3201558955,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_79daac81_2,How many launches have been made by the Space Launch System?,1,SLOW,302689.5948951503,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9654e28e_3,What was the case scenario for the BBL Championship PlayOff final in which city?,London,SLOW,597010.2390787746,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_82fe96e1_2,"As far as an African team is concerned, which squad had the best finish in a global FIFA World Cup?",fourth-place,SLOW,592814.5941018183,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_aa6288cd_3,Which organisations are furnishing the kits for Bristol City F.C. today?,Hummel,SLOW,403541.045149895,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_57bc7dc8_2,What is the title held by which motorcycle to win the Baja 500?,KTM,SLOW,561828.5976514297,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_ff4e04a5_0,At which conference does the Penn Quakers men's ice hockey team take part?,CSCHC,SLOW,324074.6736965835,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_e811a942_0,"The current producer of kits for St Helens R.F.C. is known, who?",O'Neills,SLOW,356307.3749744673,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_13dd3bf9_1,What individual is the current British triple jump winner for men?,Efe Uwaifo,SLOW,284295.05304429296,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_f1176491_2,Who has become the Legislative Assembly member for the Subang Jaya constituency?,Michelle Ng Mei Sze,SLOW,509972.6228418898,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9679dc80_2,"In the Ministry of Medical Education (Maharashtra), who is serving as the minister in cabinet?",75px  Girish Mahajan,SLOW,279407.2233618484,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3f541a35_3,Which university is putting on the current UAAP season?,Adamson University,SLOW,363383.65428042726,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9edf5bd2_1,Who officially serves as the Treasurer of the Commonwealth of Pennsylvania?,Stacy Garrity,SLOW,388309.5946715076,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_88f50274_0,Which team is currently in 4th place at the American League Central level?,Chicago White Sox,SLOW,595703.7939202203,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_a84da252_0,What event was last won in the Formula One World Championship at Silverstone?,ARAMCO British Grand Prix,SLOW,330235.4483235332,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3ee7411d_0,Who is the bench coach for the St. Louis Cardinals?,Joe McEwing,SLOW,499917.92225617333,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_9713cc4c_3,In which football club does Lewandowski currently serve as a player?,Barcelona,SLOW,423639.0772827667,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_b37330f1_1,The manager of the New York Mets is who?,Buck Showalter,SLOW,239427.9340990848,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_226ccc1f_3,What is the newest song released by Soulfly?,*Totem,SLOW,286204.6821959528,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_3c3ee393_2,Who is currently serving in the Legislative Assembly of Lesser Slave Lake?,Pat Rehn,SLOW,572366.718735917,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_ac7fde07,Who is the current IBF world welterweight champion?,Errol Spence Jr.,SLOW,192938.67594543536,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_53e77e63,How many games are there in the Ace Attorney main series?,6,SLOW,229748.32665208195,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_13a1eaa3,Who is the current head coach of the Denver Nuggets?,Michael Malone,SLOW,178298.86450916654,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_2d965d45,Who is the current president of the Richmond Football Club?,Brendon Gale,SLOW,200938.51388945617,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_0c7e44a5,Who is the current senator representing the Lagos West Senatorial District?,Oluranti Adebule,SLOW,198833.49521296547,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_16bfd035,Where was the final of the latest Derry Senior Football Championship held?,Celtic Park,SLOW,118256.95734506114,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_498e07da,Who currently represents New York's 22nd congressional district?,100px Brandon Williams,SLOW,7180.822369733741,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_f3175126,Who is the current shirt sponsor of Derby County F.C.?,NSPCC,SLOW,129119.48459153557,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_56ebbb98,How many podium finishes has Nicolas Lapierre had this season?,5,SLOW,76566.06899934175,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_92dda9c3,Who is serving as the mayor of Denver?,Michael Hancock Michael Hancock,SLOW,247174.47311052628,False,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_02dd7c17,Who is the current representative of California's 31st congressional district?,100px Pete Aguilar,SLOW,13249.999803513878,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_3df9aae8,Who is the current delegate representing Guam's at-large congressional district?,100px Michael San Nicolas,SLOW,28402.657825637325,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_376b8a53,Who is the highest-paid NBA player currently?,Stephen Curry,SLOW,126423.42130298767,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,q_56ee58f4,Who is the reigning champion of the C division for the Montana High School Association Cross Country State Championships?,Roberts,SLOW,205737.19691750465,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_acfe9269_0,What are the odds of getting dormant sleep?,Sleep,TIMELESS,357251.6454806606,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_0c3fca22_0,Which ip sees the estimates of average wages on New York Stock Exchange?,Dow Jones,TIMELESS,585526.7224760214,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_49493ec6_0,How is resistance measured in the standard instrument?,Ohm,TIMELESS,523711.40861378517,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_ae57c718_2,"What is the name of sybil whom you was inspired to pen both ‘The Flying Dutchman’ and, others are called simply 'Parsifal?‘ They respectively employ jazz singer Fionca Richie on trumpet, but were writing solo parts?",RICHARD WAGNER,TIMELESS,552700.7335024925,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_b38e651d_0,I notice there's this generic air mattress which doubles as a two worded word mark for the system being advertised. Which of it is actually actualy Air quality?,Lilo,TIMELESS,467634.6780423338,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_18c91502_2,"What a counterpart to """"sour cursory skills'?""",Crotchety,TIMELESS,506080.1056349479,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_a05e5c8b_2,"Which kinds of creatures can be found in the wild, dormant or eumorphic state?",Volcanoes,TIMELESS,260024.37825216423,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_86cb82cf_1,What was the alternative combat mission that had conflicting claims in other Korean conflicts like the War of Jenkins Ear?,War of Austrian Succession,TIMELESS,314015.20569258154,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_50e17bb5_0,"Who was the candidate behind Lee Marvin's 1980 smash hit called 'Wanderin' Star' which was shortly succeeded by FIBO-SI, Later World War?",CLINT EASTWOOD,TIMELESS,491782.7302299858,True,fresh|on|off|sttl_k1_8,1
mixed_age_400,p_q_93aa5399_1,From whom does the series Contes de ma mere l'Oye 'Reinventor' de Nancy Patrick Shipley publish?,CHARLES PERRAULT,TIMELESS,339262.1623702564,True,fresh|on|off|sttl_k1_8,1
