unit_id,base_query_id,snapshot_round,n_requests,gold_source,original_gold_year,volatility,years_annotated,latest_annotated_year,years_gap_to_corpus,stable_across_annotated_years,gold_equals_latest_annotated,gold_differs_from_some_annotated_year
q_2b37471e@rerun_24h,q_2b37471e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2b61b711@rerun_24h,q_2b61b711,rerun_24h,3,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2ba29c4f@rerun_24h,q_2ba29c4f,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_2bbc82e4@rerun_24h,q_2bbc82e4,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2be2d65b@rerun_24h,q_2be2d65b,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2c023058@rerun_24h,q_2c023058,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2c3456d3@rerun_12h,q_2c3456d3,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2ca95d4e@rerun_1h,q_2ca95d4e,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2ca95d4e@rerun_24h,q_2ca95d4e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2cbafc2e@rerun_24h,q_2cbafc2e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2d02fb45@rerun_24h,q_2d02fb45,rerun_24h,3,triviaqa,,NOT_TIME_KEYED,,,,,,
q_2d2c3ec0@rerun_24h,q_2d2c3ec0,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_2d3da894@rerun_24h,q_2d3da894,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2d8fe2cc@rerun_24h,q_2d8fe2cc,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2d965d45@rerun_24h,q_2d965d45,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2db8b371@rerun_24h,q_2db8b371,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_2dc6d84a@rerun_24h,q_2dc6d84a,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_2e0c6ace@rerun_24h,q_2e0c6ace,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2e845b85@rerun_24h,q_2e845b85,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2efc3bf0@rerun_24h,q_2efc3bf0,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2f36649c@rerun_12h,q_2f36649c,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2f991c6e@rerun_24h,q_2f991c6e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_2fafc2f1@rerun_24h,q_2fafc2f1,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_30501636@rerun_24h,q_30501636,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3055ab76@rerun_24h,q_3055ab76,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_30b7af38@rerun_24h,q_30b7af38,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_30cbc023@rerun_12h,q_30cbc023,rerun_12h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_311e11e2@rerun_24h,q_311e11e2,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3122ceda@rerun_24h,q_3122ceda,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3141e273@rerun_24h,q_3141e273,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3237dda9@rerun_1h,q_3237dda9,rerun_1h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_32711fba@rerun_12h,q_32711fba,rerun_12h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_32bb1cf2@rerun_24h,q_32bb1cf2,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_33b33ec1@rerun_24h,q_33b33ec1,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_33ca27e1@rerun_24h,q_33ca27e1,rerun_24h,3,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_33f8046d@rerun_24h,q_33f8046d,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3484eada@rerun_24h,q_3484eada,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_34965476@rerun_24h,q_34965476,rerun_24h,2,freshqa,2022,SINGLE_YEAR,2022,2022,4,,1,
q_3568ac16@rerun_24h,q_3568ac16,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3582cba5@rerun_24h,q_3582cba5,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_359f65e2@rerun_24h,q_359f65e2,rerun_24h,1,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_35e41392@rerun_24h,q_35e41392,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_36c62536@rerun_24h,q_36c62536,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_36d47c00@rerun_24h,q_36d47c00,rerun_24h,1,freshqa,2022,SINGLE_YEAR,2022,2022,4,,1,
q_36e2eae5@rerun_24h,q_36e2eae5,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_371cd160@rerun_24h,q_371cd160,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_376b8a53@rerun_24h,q_376b8a53,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_379e630f@rerun_24h,q_379e630f,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_37fa4f89@rerun_24h,q_37fa4f89,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_384b354b@rerun_24h,q_384b354b,rerun_24h,2,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3853dba1@rerun_24h,q_3853dba1,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3863ccbb@rerun_24h,q_3863ccbb,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_389476c5@rerun_24h,q_389476c5,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_394f249c@rerun_24h,q_394f249c,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_39c51b6d@rerun_24h,q_39c51b6d,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_39cd95a7@rerun_24h,q_39cd95a7,rerun_24h,2,freshqa,2023,SINGLE_YEAR,2023,2023,3,,1,
q_3a68f125@rerun_24h,q_3a68f125,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3a9da6a0@rerun_24h,q_3a9da6a0,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3ac69f62@rerun_24h,q_3ac69f62,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3b2665fb@rerun_24h,q_3b2665fb,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3b2d2b15@rerun_24h,q_3b2d2b15,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3b332e4e@rerun_24h,q_3b332e4e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3c3ee393@rerun_24h,q_3c3ee393,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3c4c45fe@rerun_24h,q_3c4c45fe,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3c890437@rerun_12h,q_3c890437,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3c890437@rerun_24h,q_3c890437,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3c8d7d2d@rerun_12h,q_3c8d7d2d,rerun_12h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3c8e1699@rerun_24h,q_3c8e1699,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3cae62d9@rerun_24h,q_3cae62d9,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3cff3dce@rerun_24h,q_3cff3dce,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3d46fcdf@rerun_24h,q_3d46fcdf,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3dd86b7b@rerun_24h,q_3dd86b7b,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3df25b36@rerun_24h,q_3df25b36,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3df9aae8@rerun_1h,q_3df9aae8,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3e28f963@rerun_24h,q_3e28f963,rerun_24h,1,freshqa,2022,SINGLE_YEAR,2022,2022,4,,1,
q_3e574628@rerun_24h,q_3e574628,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3e5fda75@rerun_24h,q_3e5fda75,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_3ec48396@rerun_24h,q_3ec48396,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3ee7411d@rerun_24h,q_3ee7411d,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3f0409f7@rerun_24h,q_3f0409f7,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3f541a35@rerun_24h,q_3f541a35,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_3f8c84fb@rerun_24h,q_3f8c84fb,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_40d3878e@rerun_24h,q_40d3878e,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_41540d4e@rerun_24h,q_41540d4e,rerun_24h,2,triviaqa,,NOT_TIME_KEYED,,,,,,
q_41afd862@rerun_24h,q_41afd862,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4209c718@rerun_24h,q_4209c718,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4241a3d3@rerun_24h,q_4241a3d3,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_424c03e3@rerun_24h,q_424c03e3,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_43f2a8a0@rerun_24h,q_43f2a8a0,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_440c74b3@rerun_1h,q_440c74b3,rerun_1h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_44acf3c6@rerun_24h,q_44acf3c6,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_44d9dff7@rerun_24h,q_44d9dff7,rerun_24h,2,triviaqa,,NOT_TIME_KEYED,,,,,,
q_450041cf@rerun_24h,q_450041cf,rerun_24h,1,freshqa,2022,SINGLE_YEAR,2022,2022,4,,1,
q_450e7484@rerun_24h,q_450e7484,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_470d2d0f@rerun_24h,q_470d2d0f,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_47ba6dcb@rerun_24h,q_47ba6dcb,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_486683c8@rerun_24h,q_486683c8,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4882dc27@rerun_24h,q_4882dc27,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_48e27a79@rerun_24h,q_48e27a79,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4913788c@rerun_24h,q_4913788c,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_493b174b@rerun_24h,q_493b174b,rerun_24h,1,freshqa,2022,SINGLE_YEAR,2022,2022,4,,1,
q_49493ec6@rerun_24h,q_49493ec6,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_4987dd97@rerun_24h,q_4987dd97,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_498e07da@rerun_1h,q_498e07da,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_498e07da@rerun_24h,q_498e07da,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4a625c6c@rerun_24h,q_4a625c6c,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4bc25294@rerun_24h,q_4bc25294,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4ccc0c84@rerun_24h,q_4ccc0c84,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4d8a4de4@rerun_24h,q_4d8a4de4,rerun_24h,2,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4ddbae0c@rerun_24h,q_4ddbae0c,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4deb87ba@rerun_24h,q_4deb87ba,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_4dfb357f@rerun_24h,q_4dfb357f,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4e2156f7@rerun_24h,q_4e2156f7,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4e2929ec@rerun_24h,q_4e2929ec,rerun_24h,1,freshqa,before 2022,SINGLE_YEAR,before 2022,before 2022,,,1,
q_4e6d28cb@rerun_24h,q_4e6d28cb,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4ec7b3d4@rerun_24h,q_4ec7b3d4,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4ee9519a@rerun_24h,q_4ee9519a,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_4ef6bd87@rerun_1h,q_4ef6bd87,rerun_1h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_4efb2d83@rerun_24h,q_4efb2d83,rerun_24h,2,triviaqa,,NOT_TIME_KEYED,,,,,,
q_50156db6@rerun_24h,q_50156db6,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_5026a65e@rerun_12h,q_5026a65e,rerun_12h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_50abcf1d@rerun_24h,q_50abcf1d,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_50e17bb5@rerun_24h,q_50e17bb5,rerun_24h,1,triviaqa,,NOT_TIME_KEYED,,,,,,
q_511a84fd@rerun_24h,q_511a84fd,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
q_51ad3d0a@rerun_24h,q_51ad3d0a,rerun_24h,1,temporal_align_qa,2023,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",2023,3,0,1,1
