unit_id,base_query_id,snapshot_round,base_query,n_requests,request_ids,gold,n_distinct_golds,gold_source,gold_year,n_distinct_urls,n_snapshots_available,snapshot_complete,any_snapshot
q_2fafc2f1@rerun_24h,q_2fafc2f1,rerun_24h,Who is the current head coach of Stade Malherbe Caen?,1,p_q_2fafc2f1_0,stéphane moulin,1,temporal_align_qa,2023,1,1,1,1
q_30501636@rerun_24h,q_30501636,rerun_24h,Who represented France most recently at the Eurovision Song Contest?,1,p_q_30501636_1,la zarra,1,temporal_align_qa,2023,1,1,1,1
q_3055ab76@rerun_24h,q_3055ab76,rerun_24h,Which team won the Syrian Cup in the latest final?,2,p_q_3055ab76_1|p_q_3055ab76_0,tishreen,1,temporal_align_qa,2023,1,1,1,1
q_30b7af38@rerun_24h,q_30b7af38,rerun_24h,What is the name of the trainer who trained the victory horse in the most recent Takamatsunomiya Kinen?,1,p_q_30b7af38_1,masayuki nishimura,1,temporal_align_qa,2023,1,1,1,1
q_30cbc023@rerun_12h,q_30cbc023,rerun_12h,"Herodotus, one of the earliest writers now to be called a historian, lived when?",1,p_q_30cbc023_2,5th century bce,1,triviaqa,,2,2,1,1
q_311e11e2@rerun_24h,q_311e11e2,rerun_24h,Which horse won the most recent Thyestes Chase?,1,p_q_311e11e2_1,carefully selected,1,temporal_align_qa,2023,1,1,1,1
q_3122ceda@rerun_24h,q_3122ceda,rerun_24h,"According to the Bible, what are three theological virtues?",1,p_q_3122ceda_0,"faith, hope and charity",1,triviaqa,,1,1,1,1
q_3141e273@rerun_24h,q_3141e273,rerun_24h,Which jockey rode the winning horse in the latest Mehl-Mülhens-Rennen?,1,p_q_3141e273_1,andrea atzeni,1,temporal_align_qa,2023,1,1,1,1
q_3237dda9@rerun_1h,q_3237dda9,rerun_1h,What is the heraldic term for right?,1,p_q_3237dda9_3,dexter,1,triviaqa,,2,2,1,1
q_32711fba@rerun_12h,q_32711fba,rerun_12h,Who was Britain’s Prime Minister before Winston Churchill’s first term in office?,1,q_32711fba,neville chamberlain,1,triviaqa,,1,1,1,1
q_32bb1cf2@rerun_24h,q_32bb1cf2,rerun_24h,What is the regular-season winning percentage of the St. Paul Saints?,2,p_q_32bb1cf2_2|p_q_32bb1cf2_0,0.568,1,temporal_align_qa,2023,1,1,1,1
q_33b33ec1@rerun_24h,q_33b33ec1,rerun_24h,What is the Portuguese title of the latest film submitted by Portugal for the Academy Award for Best International Feature Film?,1,p_q_33b33ec1_2,mal viver,1,temporal_align_qa,2023,1,1,1,1
q_33ca27e1@rerun_24h,q_33ca27e1,rerun_24h,Who was the jockey for the winning horse at the Musidora Stakes?,3,p_q_33ca27e1_2|p_q_33ca27e1_3|p_q_33ca27e1_0,frankie dettori,1,temporal_align_qa,2023,1,1,1,1
q_33f8046d@rerun_24h,q_33f8046d,rerun_24h,Who is the current Individual Speedway World Championship winner?,1,p_q_33f8046d_2,bartosz zmarzlik,1,temporal_align_qa,2023,1,1,1,1
q_3484eada@rerun_24h,q_3484eada,rerun_24h,"As at January 2015 who is the only person to have held all the major offices of State in the UK – Prime Minister, Chancellor of the Exchequer, Foreign Secretary and Home Secretary",1,p_q_3484eada_3,james callaghan,1,triviaqa,,1,1,1,1
q_34965476@rerun_24h,q_34965476,rerun_24h,When did Elon Musk officially become Twitter's owner?,2,p_q_34965476_1|q_34965476,"oct 27, 2022",1,freshqa,2022,1,1,1,1
q_3568ac16@rerun_24h,q_3568ac16,rerun_24h,Which entity owned the winning horse in the most recent Fourstardave Handicap?,1,p_q_3568ac16_2,lre racing & jeh racing stable,1,temporal_align_qa,2023,2,2,1,1
q_3582cba5@rerun_24h,q_3582cba5,rerun_24h,"""Who wrote the plays """"The Seagull"""", """"The Cherry Orchard"""", """"The Three Sisters"""" and """"Uncle Vanya""""?""",1,p_q_3582cba5_1,chekhov,1,triviaqa,,1,1,1,1
q_359f65e2@rerun_24h,q_359f65e2,rerun_24h,Which movie won the latest Academy Award for Best Picture?,1,p_q_359f65e2_2,everything everywhere all at once,1,freshqa,2023,2,2,1,1
q_35e41392@rerun_24h,q_35e41392,rerun_24h,"Which constellation, that lies between Cancer and Virgo, contains the stars called Regulus, Denebola, Regulus, Wolf 359, Gliese 436, and Algieba?",1,p_q_35e41392_1,leo,1,triviaqa,,1,1,1,1
q_36c62536@rerun_24h,q_36c62536,rerun_24h,Which team is the most recent winner of the Suomi-sarja gold medal?,1,p_q_36c62536_1,pyry,1,temporal_align_qa,2023,1,1,1,1
q_36d47c00@rerun_24h,q_36d47c00,rerun_24h,Which was the first country to detect a case of mpox in the most recent outbreak?,1,p_q_36d47c00_2,united kingdom,1,freshqa,2022,3,3,1,1
q_36e2eae5@rerun_24h,q_36e2eae5,rerun_24h,Who is currently serving as the U.S. Representative for Maine's 2nd congressional district?,2,p_q_36e2eae5_1|p_q_36e2eae5_2,jared golden,1,temporal_align_qa,2023,1,1,1,1
q_371cd160@rerun_24h,q_371cd160,rerun_24h,What name is given to the unit of electrical power represented by a current of 1 ampere flowing through a circuit whose potential difference is 1 volt?,1,p_q_371cd160_2,watt,1,triviaqa,,2,2,1,1
q_376b8a53@rerun_24h,q_376b8a53,rerun_24h,Who is the highest-paid NBA player currently?,1,q_376b8a53,stephen curry,1,temporal_align_qa,2023,1,1,1,1
q_379e630f@rerun_24h,q_379e630f,rerun_24h,Which team is the current champion of the Georgian Superliga?,2,p_q_379e630f_0|p_q_379e630f_3,bc tsu tbilisi,1,temporal_align_qa,2023,1,1,1,1
q_37fa4f89@rerun_24h,q_37fa4f89,rerun_24h,Who is currently serving as the Attorney General of Texas?,1,p_q_37fa4f89_0,angela colmenero interim,1,temporal_align_qa,2023,2,2,1,1
q_384b354b@rerun_24h,q_384b354b,rerun_24h,"As at 2012 Nisiyama Onsen Keiunkan, a hot spring hotel in Hayakawa, Yamanashi, Japan, is officially regarded as being what world-record-holding business?",2,q_384b354b|p_q_384b354b_0,oldest,1,triviaqa,,1,1,1,1
q_3853dba1@rerun_24h,q_3853dba1,rerun_24h,The National Trust property Clouds Hill in Dorset was the home of which military man and writer?,1,p_q_3853dba1_0,t e lawrence,1,triviaqa,,1,1,1,1
q_3863ccbb@rerun_24h,q_3863ccbb,rerun_24h,What team won the Little 500 race?,1,q_3863ccbb,cutters,1,temporal_align_qa,2023,2,2,1,1
q_389476c5@rerun_24h,q_389476c5,rerun_24h,How often are the Oberammergau Passion Plays held?,1,p_q_389476c5_1,every ten years,1,triviaqa,,1,1,1,1
q_394f249c@rerun_24h,q_394f249c,rerun_24h,From which club is the leading goalscorer in the latest season of the Armenian Premier League?,1,q_394f249c,"luka juričić, yusuf otubanjo",1,temporal_align_qa,2023,1,1,1,1
q_39c51b6d@rerun_24h,q_39c51b6d,rerun_24h,What team finished eleventh in the Western Conference most recently?,1,q_39c51b6d,dal,1,temporal_align_qa,2023,1,1,1,1
q_39cd95a7@rerun_24h,q_39cd95a7,rerun_24h,Where will NeurIPS be located this year?,2,p_q_39cd95a7_1|p_q_39cd95a7_3,new orleans,1,freshqa,2023,3,3,1,1
q_3a68f125@rerun_24h,q_3a68f125,rerun_24h,Which official knocks three times on the doors to the chamber of the House of Commons at the state opening of a British parliament?,1,p_q_3a68f125_0,black rod,1,triviaqa,,2,2,1,1
q_3a9da6a0@rerun_24h,q_3a9da6a0,rerun_24h,Which team secured the runner-up position in the recent Kyrgyz Premier League season?,1,p_q_3a9da6a0_3,alay osh,1,temporal_align_qa,2023,1,1,1,1
q_3ac69f62@rerun_24h,q_3ac69f62,rerun_24h,Who is the current representative serving as the member of the legislative assembly for Pelabuhan Klang?,1,p_q_3ac69f62_0,azmizam zaman huri,1,temporal_align_qa,2023,1,1,1,1
q_3b2665fb@rerun_24h,q_3b2665fb,rerun_24h,Who wrote the musical We Will Rock You in collaboration with Queen members Brian May and Roger Taylor?,1,p_q_3b2665fb_0,ben elton,1,triviaqa,,1,1,1,1
q_3b2d2b15@rerun_24h,q_3b2d2b15,rerun_24h,"October 4th 1910, which European monarch was deposed and fled on the Royal Yacht 'Amelia' to Gibraltar?",1,p_q_3b2d2b15_1,king manuel of portugal,1,triviaqa,,1,1,1,1
q_3b332e4e@rerun_24h,q_3b332e4e,rerun_24h,Who are the current champions in the Luge World Cup Men's doubles?,1,p_q_3b332e4e_2,germany tobias wendl tobias arlt,1,temporal_align_qa,2023,1,1,1,1
q_3c3ee393@rerun_24h,q_3c3ee393,rerun_24h,Who is the current member of the Legislative Assembly for Lesser Slave Lake?,1,p_q_3c3ee393_2,pat rehn,1,temporal_align_qa,2023,2,2,1,1
q_3c4c45fe@rerun_24h,q_3c4c45fe,rerun_24h,Who is the current captain of the West Indies ODI cricket team?,1,p_q_3c4c45fe_1,shai hope,1,temporal_align_qa,2023,1,1,1,1
q_3c890437@rerun_12h,q_3c890437,rerun_12h,Who was the owner of the winning horse in the most recent Woodbine Oaks?,1,q_3c890437,"team valor international, gary barber",1,temporal_align_qa,2023,2,2,1,1
q_3c890437@rerun_24h,q_3c890437,rerun_24h,Who was the owner of the winning horse in the most recent Woodbine Oaks?,1,p_q_3c890437_3,"team valor international, gary barber",1,temporal_align_qa,2023,2,2,1,1
q_3c8d7d2d@rerun_12h,q_3c8d7d2d,rerun_12h,Where did the most recent Texas Rangers first-round draft pick attend school?,1,q_3c8d7d2d,university of florida,1,temporal_align_qa,2023,1,1,1,1
q_3c8e1699@rerun_24h,q_3c8e1699,rerun_24h,Where was the European Amateur Championship last played?,1,p_q_3c8e1699_1,pärnu bay golf links,1,temporal_align_qa,2023,2,2,1,1
q_3cae62d9@rerun_24h,q_3cae62d9,rerun_24h,Who is the current representative for Calgary-Shaw in the Legislative Assembly?,1,p_q_3cae62d9_1,rebecca schulz,1,temporal_align_qa,2023,2,2,1,1
q_3cff3dce@rerun_24h,q_3cff3dce,rerun_24h,Who is the latest recipient of the Gatorade National Baseball Player of the Year award?,1,p_q_3cff3dce_2,max clark baseball,1,temporal_align_qa,2023,1,1,1,1
q_3d46fcdf@rerun_24h,q_3d46fcdf,rerun_24h,Which artistic movement was founded around 1920 in Russia and was associated with Naum Gabo and Antoine Pevsner?,1,p_q_3d46fcdf_1,constructivism,1,triviaqa,,1,1,1,1
q_3dd86b7b@rerun_24h,q_3dd86b7b,rerun_24h,What was the name given to actions by Timothy McVeigh on 19 April 1995 at the Alfred P. Murrah Federal Building?,1,p_q_3dd86b7b_2,the oklahoma city bombing,1,triviaqa,,1,1,1,1
q_3df25b36@rerun_24h,q_3df25b36,rerun_24h,Which publisher released the book that most recently won the Miles Franklin Award?,1,q_3df25b36,ultimo press,1,temporal_align_qa,2023,1,1,1,1
q_3df9aae8@rerun_1h,q_3df9aae8,rerun_1h,Who is the current delegate representing Guam's at-large congressional district?,1,q_3df9aae8,100px michael san nicolas,1,temporal_align_qa,2023,1,1,1,1
q_3e28f963@rerun_24h,q_3e28f963,rerun_24h,What's the current Tomatometer score of The Lord of the Rings: The Rings of Power on Rotten Tomatoes?,1,p_q_3e28f963_1,83%,1,freshqa,2022,3,3,1,1
q_3e574628@rerun_24h,q_3e574628,rerun_24h,How many bonus points have the Highlanders achieved in their last reported rugby union season standings?,2,p_q_3e574628_1|q_3e574628,2,1,temporal_align_qa,2023,1,1,1,1
q_3e5fda75@rerun_24h,q_3e5fda75,rerun_24h,What is the capital of Cambodia?,1,p_q_3e5fda75_0,phnom penh,1,triviaqa,,1,1,1,1
q_3ec48396@rerun_24h,q_3ec48396,rerun_24h,What train model won the most recent Blue Ribbon Award (railway)?,1,p_q_3ec48396_1,hc85 series demu,1,temporal_align_qa,2023,2,2,1,1
q_3ee7411d@rerun_24h,q_3ee7411d,rerun_24h,Who is the current bench coach for the St. Louis Cardinals?,2,p_q_3ee7411d_0|q_3ee7411d,joe mcewing,1,temporal_align_qa,2023,1,1,1,1
q_3f0409f7@rerun_24h,q_3f0409f7,rerun_24h,Which team was led by the most recent WNBA Coach of the Year Award winner?,1,p_q_3f0409f7_0,connecticut sun,1,temporal_align_qa,2023,1,1,1,1
q_3f541a35@rerun_24h,q_3f541a35,rerun_24h,Which university is hosting the ongoing UAAP season?,1,p_q_3f541a35_3,adamson university,1,temporal_align_qa,2023,1,1,1,1
q_3f8c84fb@rerun_24h,q_3f8c84fb,rerun_24h,Which school holds the championship title for Class 2A in the Iowa Girls High School Athletic Union Softball?,1,p_q_3f8c84fb_1,iowa city regina,1,temporal_align_qa,2023,2,2,1,1
q_40d3878e@rerun_24h,q_40d3878e,rerun_24h,Who was the runner-up in the Veikkausliiga?,1,p_q_40d3878e_3,hjk,1,temporal_align_qa,2023,1,1,1,1
q_41540d4e@rerun_24h,q_41540d4e,rerun_24h,What unusual means of transport connects North Greenwich to the Royal Docks?,2,p_q_41540d4e_2|p_q_41540d4e_1,cable car,1,triviaqa,,1,1,1,1
q_41afd862@rerun_24h,q_41afd862,rerun_24h,Which team did the Los Angeles Angels face in their most recent Opening Day game?,1,p_q_41afd862_3,oakland athletics,1,temporal_align_qa,2023,2,2,1,1
q_4209c718@rerun_24h,q_4209c718,rerun_24h,Who is serving as the U.S. House representative for South Carolina's 4th congressional district?,1,p_q_4209c718_2,william timmons,1,temporal_align_qa,2023,2,1,0,1
q_4241a3d3@rerun_24h,q_4241a3d3,rerun_24h,Who is the most recent recipient of the Norm Smith Medal?,1,p_q_4241a3d3_1,bobby hill australian footballer,1,temporal_align_qa,2023,2,2,1,1
q_424c03e3@rerun_24h,q_424c03e3,rerun_24h,Who was Craig Lowndes' co-driver in the last race he participated in the Bathurst 1000?,1,p_q_424c03e3_2,zane goddard,1,temporal_align_qa,2023,1,1,1,1
q_43f2a8a0@rerun_24h,q_43f2a8a0,rerun_24h,What team ended up thirteenth in the standings of the Western Conference most recently?,1,p_q_43f2a8a0_3,portugal,1,temporal_align_qa,2023,1,1,1,1
q_440c74b3@rerun_1h,q_440c74b3,rerun_1h,Odette and Prince Siegfried are lovers in which ballet?,1,q_440c74b3,swan lake,1,triviaqa,,1,1,1,1
q_44acf3c6@rerun_24h,q_44acf3c6,rerun_24h,Which jockey rode the winning horse in the latest Del Mar Debutante Stakes?,1,p_q_44acf3c6_0,mike e. smith,1,temporal_align_qa,2023,1,1,1,1
q_44d9dff7@rerun_24h,q_44d9dff7,rerun_24h,At which battle of 1403 did Henry 'Hotspur' Percy die?,2,p_q_44d9dff7_0|p_q_44d9dff7_3,shrewsbury,1,triviaqa,,2,2,1,1
q_450041cf@rerun_24h,q_450041cf,rerun_24h,"Who won the 2022 Nobel Prize in Chemistry from University of Copenhagen, Denmark?",1,p_q_450041cf_2,morten meldal,1,freshqa,2022,2,2,1,1
q_450e7484@rerun_24h,q_450e7484,rerun_24h,"How high in feet, normally, is a standard basketball hoop off the ground?",1,q_450e7484,ten feet,1,triviaqa,,2,1,0,1
q_470d2d0f@rerun_24h,q_470d2d0f,rerun_24h,Who is the most recent recipient of the Edgar Martínez Award?,1,p_q_470d2d0f_2,shohei ohtani,1,temporal_align_qa,2023,1,1,1,1
q_47ba6dcb@rerun_24h,q_47ba6dcb,rerun_24h,What company is displayed as the current shirt sponsor on Hapoel Haifa F.C.'s jerseys?,1,p_q_47ba6dcb_1,leos,1,temporal_align_qa,2023,1,1,1,1
q_486683c8@rerun_24h,q_486683c8,rerun_24h,Which areas are included in the California's 10th congressional district as of now?,1,p_q_486683c8_3,2013–2023 300px central valley including modesto and tracy,1,temporal_align_qa,2023,1,1,1,1
q_4882dc27@rerun_24h,q_4882dc27,rerun_24h,Who is the current head coach of the Iceland men's national handball team?,1,p_q_4882dc27_3,guðmundur guðmundsson,1,temporal_align_qa,2023,2,2,1,1
q_48e27a79@rerun_24h,q_48e27a79,rerun_24h,Which pair earned the silver medal in the Pairs category at the last European Figure Skating Championships?,1,p_q_48e27a79_2,rebecca ghilardi / filippo ambrosini,1,temporal_align_qa,2023,1,1,1,1
q_4913788c@rerun_24h,q_4913788c,rerun_24h,What role is performed by the latest aircraft type added to the Executive Transport Wing of the German Air Force?,1,p_q_4913788c_1,medical evacuation,1,temporal_align_qa,2023,1,1,1,1
q_493b174b@rerun_24h,q_493b174b,rerun_24h,What is the most recent Walt Disney Animation Studios's animated film?,1,q_493b174b,strange world,1,freshqa,2022,2,2,1,1
q_49493ec6@rerun_24h,q_49493ec6,rerun_24h,What is the SI unit of resistance?,1,p_q_49493ec6_0,ohm,1,triviaqa,,2,2,1,1
q_4987dd97@rerun_24h,q_4987dd97,rerun_24h,"French mariner, Jacques Cartier, left home in 1534 to sail across the Atlantic, to explore which river?",1,p_q_4987dd97_3,st. lawrence,1,triviaqa,,1,1,1,1
q_498e07da@rerun_1h,q_498e07da,rerun_1h,Who currently represents New York's 22nd congressional district?,1,q_498e07da,100px brandon williams,1,temporal_align_qa,2023,2,2,1,1
q_498e07da@rerun_24h,q_498e07da,rerun_24h,Who currently represents New York's 22nd congressional district?,1,p_q_498e07da_0,100px brandon williams,1,temporal_align_qa,2023,2,1,0,1
q_4a625c6c@rerun_24h,q_4a625c6c,rerun_24h,Which team does the current Les Cunningham Award winner play for?,1,q_4a625c6c,calgary wranglers,1,temporal_align_qa,2023,3,3,1,1
q_4bc25294@rerun_24h,q_4bc25294,rerun_24h,Who plays the position of third on Colin Hufman's current curling team?,1,p_q_4bc25294_0,chris plys,1,temporal_align_qa,2023,1,1,1,1
q_4ccc0c84@rerun_24h,q_4ccc0c84,rerun_24h,What is the car number of the A-GAME 200 winning vehicle?,1,p_q_4ccc0c84_0,19,1,temporal_align_qa,2023,1,1,1,1
q_4d8a4de4@rerun_24h,q_4d8a4de4,rerun_24h,Which artist(s) performed on the most recent winner of the Grammy Award for Best Historical Album?,2,p_q_4d8a4de4_1|q_4d8a4de4,wilco,1,temporal_align_qa,2023,2,2,1,1
q_4ddbae0c@rerun_24h,q_4ddbae0c,rerun_24h,Who is the current Master of the Worshipful Company of Security Professionals?,1,p_q_4ddbae0c_0,paul miller,1,temporal_align_qa,2023,2,2,1,1
q_4deb87ba@rerun_24h,q_4deb87ba,rerun_24h,Which English town is twinned with Disney World?,1,p_q_4deb87ba_3,swindon,1,triviaqa,,1,1,1,1
q_4dfb357f@rerun_24h,q_4dfb357f,rerun_24h,What was the winning score at the latest Price Cutter Charity Championship?,1,p_q_4dfb357f_0,263,1,temporal_align_qa,2023,2,2,1,1
q_4e2156f7@rerun_24h,q_4e2156f7,rerun_24h,Who is the coach of the team that won the most recent Úrvalsdeild karla (basketball) championship?,1,p_q_4e2156f7_3,pavel ermolinskij,1,temporal_align_qa,2023,1,1,1,1
q_4e2929ec@rerun_24h,q_4e2929ec,rerun_24h,How many humans have landed on Mars?,1,p_q_4e2929ec_0,no humans have been to mars yet.,1,freshqa,before 2022,1,1,1,1
q_4e6d28cb@rerun_24h,q_4e6d28cb,rerun_24h,Who is one of the players currently leading as top scorer in the UEFA Europa League?,1,p_q_4e6d28cb_0,eng marcus rashford,1,temporal_align_qa,2023,1,1,1,1
q_4ec7b3d4@rerun_24h,q_4ec7b3d4,rerun_24h,Who holds the UAE Pro League top scorer title?,1,p_q_4ec7b3d4_1,kodjo laba,1,temporal_align_qa,2023,1,1,1,1
q_4ee9519a@rerun_24h,q_4ee9519a,rerun_24h,Although it can come in colourless varieties what is the usual colour of the drink Absinthe?,1,p_q_4ee9519a_1,green,1,triviaqa,,2,2,1,1
q_4ef6bd87@rerun_1h,q_4ef6bd87,rerun_1h,Who is the current president of Lake Erie College?,1,q_4ef6bd87,brian posler,1,temporal_align_qa,2023,1,1,1,1
q_4efb2d83@rerun_24h,q_4efb2d83,rerun_24h,"What name was given to Colleen LaRose, who was accused of conspiring with fighters overseas and pledging to commit murder in the name of a Muslim holy war, and pleaded not guilty in court in Philadelphia in March 2010?",2,p_q_4efb2d83_3|q_4efb2d83,jihad jane,1,triviaqa,,2,2,1,1
q_50156db6@rerun_24h,q_50156db6,rerun_24h,How many votes were against the initial Budget Implementation Act for the latest Canadian federal budget?,1,p_q_50156db6_0,115,1,temporal_align_qa,2023,1,1,1,1
q_5026a65e@rerun_12h,q_5026a65e,rerun_12h,"Appointed in 2012, who is the President of the Fifth French Republic?",1,p_q_5026a65e_2,francois hollande,1,triviaqa,,1,1,1,1
q_50abcf1d@rerun_24h,q_50abcf1d,rerun_24h,"Britain's first stretch of motorway, opened in December 1958, bypassed which town (now officially a city) ?",1,p_q_50abcf1d_0,preston,1,triviaqa,,1,1,1,1
q_50e17bb5@rerun_24h,q_50e17bb5,rerun_24h,"Lee Marvin had a number one hit record with 'Wanderin' Star' in 1970, but which actor had a minor hit with the flipside - 'I Talk To The Trees'?",1,p_q_50e17bb5_0,clint eastwood,1,triviaqa,,1,1,1,1
q_511a84fd@rerun_24h,q_511a84fd,rerun_24h,Which division is Jeanfield Swifts F.C. currently competing in?,1,p_q_511a84fd_1,east of scotland premier division,1,temporal_align_qa,2023,1,1,1,1
q_51ad3d0a@rerun_24h,q_51ad3d0a,rerun_24h,Which athlete placed third in the latest Iceland's Strongest Man event?,1,p_q_51ad3d0a_0,theodór már gudmundsson,1,temporal_align_qa,2023,1,1,1,1
q_51b242c2@rerun_24h,q_51b242c2,rerun_24h,Which cricket team won the Nottinghamshire Cricket Board Premier League most recently?,1,p_q_51b242c2_3,cuckney,1,temporal_align_qa,2023,1,1,1,1
q_51c973e7@rerun_24h,q_51c973e7,rerun_24h,Who is the most recent NBA player to score 60 or more points in a single game?,1,p_q_51c973e7_3,damian lillard,1,freshqa,2023,3,3,1,1
q_52507e09@rerun_24h,q_52507e09,rerun_24h,I what year did the 'Cod' war between Britain and Iceland begin?,1,p_q_52507e09_0,1972,1,triviaqa,,1,1,1,1
q_526494bb@rerun_24h,q_526494bb,rerun_24h,Which basketball team won the most recent BSN championship?,1,p_q_526494bb_0,gigantes de carolina,1,temporal_align_qa,2023,1,1,1,1
q_5284772a@rerun_24h,q_5284772a,rerun_24h,Who is the most recent recipient of the Babe Ruth Award?,2,p_q_5284772a_1|p_q_5284772a_2,adolis garcía,1,temporal_align_qa,2023,1,1,1,1
q_52957594@rerun_24h,q_52957594,rerun_24h,In which television series is LL Cool J currently starring as a main cast member?,1,p_q_52957594_0,hip hop treasures,1,temporal_align_qa,2023,1,1,1,1
q_531f875a@rerun_24h,q_531f875a,rerun_24h,What is the name of the horse that won the most recent Avondale Cup at Avondale Racecourse?,1,p_q_531f875a_2,aquacade,1,temporal_align_qa,2023,3,3,1,1
q_5329f934@rerun_24h,q_5329f934,rerun_24h,Who is the leading goalkicker for the Brisbane Lions Australian Football League team?,1,p_q_5329f934_3,joe daniher,1,temporal_align_qa,2023,1,1,1,1
q_534fcd60@rerun_24h,q_534fcd60,rerun_24h,How many novels has Stephen King published?,1,p_q_534fcd60_3,66 novels,1,freshqa,2023,2,2,1,1
q_53b66262@rerun_24h,q_53b66262,rerun_24h,Where is Tesla's headquarters?,1,p_q_53b66262_0,"austin, tx",1,freshqa,before 2022,1,1,1,1
q_53e77e63@rerun_24h,q_53e77e63,rerun_24h,How many games are there in the Ace Attorney main series?,2,q_53e77e63|p_q_53e77e63_0,6,1,freshqa,before 2022,3,3,1,1
q_5431673a@rerun_24h,q_5431673a,rerun_24h,Where was the Rugby Europe Under-18 Championship final held?,1,p_q_5431673a_3,prague,1,temporal_align_qa,2023,1,1,1,1
q_54467ccf@rerun_24h,q_54467ccf,rerun_24h,Who is one of the outfielders in the National League who has won a Gold Glove Award?,1,p_q_54467ccf_3,ian happ,1,temporal_align_qa,2023,1,1,1,1
q_54cc8f89@rerun_24h,q_54cc8f89,rerun_24h,Who is the top scorer in the current Allsvenskan season?,1,p_q_54cc8f89_3,sweden isaac kiese thelin,1,temporal_align_qa,2023,2,1,0,1
q_560436e5@rerun_24h,q_560436e5,rerun_24h,Who is the Sheffield Wednesday F.C. Player of the Year?,1,p_q_560436e5_2,liam palmer,1,temporal_align_qa,2023,1,1,1,1
q_5653e571@rerun_24h,q_5653e571,rerun_24h,Where was the World Junior Speed Skating Championships held most recently?,1,q_5653e571,inzell,1,temporal_align_qa,2023,2,2,1,1
q_56a62a28@rerun_24h,q_56a62a28,rerun_24h,What is the title of the book that won the Ethel Turner Prize for Young People's Literature recently?,1,p_q_56a62a28_2,the upwelling,1,temporal_align_qa,2023,2,2,1,1
q_56aea0d0@rerun_24h,q_56aea0d0,rerun_24h,Which team won the Algerian Women's Championship most recently?,1,p_q_56aea0d0_1,afak relizane,1,temporal_align_qa,2023,1,1,1,1
q_56e02d43@rerun_24h,q_56e02d43,rerun_24h,Along what tectonic plate boundary were yeti crabs first discovered?,1,p_q_56e02d43_1,pacific-antarctic ridge,1,freshqa,before 2022,2,2,1,1
q_56ebbb98@rerun_12h,q_56ebbb98,rerun_12h,How many podium finishes has Nicolas Lapierre had this season?,1,q_56ebbb98,5,1,temporal_align_qa,2023,1,1,1,1
q_56ee58f4@rerun_24h,q_56ee58f4,rerun_24h,Who is the reigning champion of the C division for the Montana High School Association Cross Country State Championships?,1,q_56ee58f4,roberts,1,temporal_align_qa,2023,2,2,1,1
q_579c926b@rerun_24h,q_579c926b,rerun_24h,Which American invented the computer mouse whilst working at the Stamford Research Institute in 1964?,1,p_q_579c926b_1,douglas englebart,1,triviaqa,,1,1,1,1
q_57bc7dc8@rerun_24h,q_57bc7dc8,rerun_24h,Which brand and model of motorcycle won the Baja 500?,1,p_q_57bc7dc8_2,ktm,1,temporal_align_qa,2023,1,1,1,1
q_57d1c01a@rerun_24h,q_57d1c01a,rerun_24h,Who is the current manager of FK Partizan?,1,p_q_57d1c01a_3,gordan petrić,1,temporal_align_qa,2023,1,1,1,1
q_58db0825@rerun_24h,q_58db0825,rerun_24h,Which jockey rode the winning horse in the Southwest Stakes with a time of 1,2,p_q_58db0825_0|p_q_58db0825_2,john r. velazquez,1,temporal_align_qa,2023,2,2,1,1
q_59076011@rerun_24h,q_59076011,rerun_24h,Who is the most recent recipient of the Doak Walker Award?,1,p_q_59076011_1,ollie gordon ii,1,temporal_align_qa,2023,2,2,1,1
q_593f6d73@rerun_24h,q_593f6d73,rerun_24h,What is the name of the school that came in eighth in the South Australian Head of the River race?,1,p_q_593f6d73_3,adelaide hs,1,temporal_align_qa,2023,2,2,1,1
q_594b8e7a@rerun_24h,q_594b8e7a,rerun_24h,What was the venue of the most recent game between the Brisbane Broncos and the North Queensland Cowboys?,1,p_q_594b8e7a_3,queensland country bank stadium,1,temporal_align_qa,2023,2,2,1,1
q_595ca0b6@rerun_24h,q_595ca0b6,rerun_24h,Who finished third in the latest edition of the World Freshwater Angling Championships?,1,q_595ca0b6,england sean ashby,1,temporal_align_qa,2023,2,2,1,1
q_5a80cc0d@rerun_24h,q_5a80cc0d,rerun_24h,Who is the champion of the men’s category in the Walt Disney World Marathon?,1,p_q_5a80cc0d_2,daniel dos santos,1,temporal_align_qa,2023,2,2,1,1
q_5aac65b6@rerun_12h,q_5aac65b6,rerun_12h,Which film won the Toronto International Film Festival People's Choice Award most recently?,1,q_5aac65b6,the holdovers,1,temporal_align_qa,2023,1,1,1,1
q_5aac65b6@rerun_24h,q_5aac65b6,rerun_24h,Which film won the Toronto International Film Festival People's Choice Award most recently?,1,p_q_5aac65b6_1,the holdovers,1,temporal_align_qa,2023,1,1,1,1
q_5abb871e@rerun_24h,q_5abb871e,rerun_24h,Which team does the latest Performance Index Rating leader of the Greek Basket League play for?,1,p_q_5abb871e_2,olympiacos,1,temporal_align_qa,2023,1,1,1,1
q_5ac8d92d@rerun_24h,q_5ac8d92d,rerun_24h,When does this year's Passover start?,1,p_q_5ac8d92d_3,"apr 5, 2023",1,freshqa,2023,1,1,1,1
q_5ad30881@rerun_24h,q_5ad30881,rerun_24h,"In 1967, the Republic of Biafra declared independence from which country?",1,p_q_5ad30881_0,nigeria,1,triviaqa,,1,1,1,1
