query_id,audits,audit_rows,is_paraphrase,base_query_id,base_query,paraphrase_text,incoming_query,gold,gold_answer_c2,gold_matches_c2,n_aliases,gold_source,gold_year,gold_note,provenance_note,freshness_class,t,snapshot_round,n_url_slots,n_distinct_urls,n_snapshots_available,snapshot_complete
p_q_d02a1da9_0,mixed_age_400,1,1,q_d02a1da9,Who did California cast its electoral votes for in the recent presidential election?,Which candidate ran for President in California?,Which candidate ran for President in California?,Biden/ Harris  Y,Biden/ Harris  Y,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,539229.667219357,rerun_24h,2,2,2,1
p_q_3c4c45fe_1,mixed_age_400,1,1,q_3c4c45fe,Who is the current captain of the West Indies ODI cricket team?,Who's got the captain’s share of an I'm conducting west indies ODI final?,Who's got the captain’s share of an I'm conducting west indies ODI final?,Shai Hope,Shai Hope,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,398864.5273405726,rerun_24h,1,1,1,1
p_q_79daac81_3,mixed_age_400,1,1,q_79daac81,How many flights of the Space Launch System have been successfully launched?,"Could you provide the count of air, land and ground flights achieved by our Space Launch System?","Could you provide the count of air, land and ground flights achieved by our Space Launch System?",1,1,1,2,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,528287.7143638647,rerun_24h,2,2,2,1
p_q_1b42ed48_2,mixed_age_400,1,1,q_1b42ed48,Which professional wrestling promotion hosted the latest event at the Tokyo Dome?,The current organizing force of the promotion was held at the Tokyo Dome for professional wrestling; name it and location.,The current organizing force of the promotion was held at the Tokyo Dome for professional wrestling; name it and location.,NOAH,NOAH,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,408043.38994340156,rerun_24h,1,1,1,1
p_q_18f5cfa8_0,mixed_age_400,1,1,q_18f5cfa8,Who is the current elected representative of the Electoral district of Pittwater?,"I am curious to know the pick for the electoral seat in Pittwater, what is your knowledge on this election?","I am curious to know the pick for the electoral seat in Pittwater, what is your knowledge on this election?",Rob Stokes,Rob Stokes,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,89337.89417704172,rerun_24h,1,1,1,1
p_q_83607c5d_1,mixed_age_400,1,1,q_83607c5d,In which series did Jenson Button most recently compete?,What Was Jenson Button's Last Rally TV Series?,What Was Jenson Button's Last Rally TV Series?,NASCAR Cup Series,NASCAR Cup Series,1,4,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,260675.1290888546,rerun_24h,1,1,1,1
p_q_c06a0019_3,mixed_age_400,1,1,q_c06a0019,What is the full name of the person currently serving as the Member of the Legislative Assembly for Peace River?,What is the detailed title of the Member for Peace River in this position?,What is the detailed title of the Member for Peace River in this position?,Dan Williams,Dan Williams,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,496371.0633048307,rerun_24h,2,2,2,1
p_q_a6c1b4ce_2,mixed_age_400,1,1,q_a6c1b4ce,Who is playing as the third on Glenn Howard's curling team?,Which individual exists between Glenn Howard and the third member of his curling family?,Which individual exists between Glenn Howard and the third member of his curling family?,Scott Howard,Scott Howard,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,340820.4045705381,rerun_24h,1,1,1,1
p_q_6a7dc28e_2,mixed_age_400,1,1,q_6a7dc28e,What is the second highest-grossing Kannada movie of all time?,"Among all the Kannada movies, which one holds it's biggest customer base?","Among all the Kannada movies, which one holds it's biggest customer base?",Kantara,Kantara,1,1,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,469093.31039785966,rerun_24h,1,1,1,1
p_q_d0a5e0b6_2,mixed_age_400,1,1,q_d0a5e0b6,Who is the current provincial representative for Keewatinook?,Who holds the position of Senator for Keewatinook?,Who holds the position of Senator for Keewatinook?,Ian Bushie,Ian Bushie,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,376950.3896732198,rerun_24h,2,2,2,1
p_q_8fb47752_1,mixed_age_400,1,1,q_8fb47752,In what city was the person currently acting as the U.S. speaker of house born?,Which city represented by the speaker of house in real life is the u.s?,Which city represented by the speaker of house in real life is the u.s?,"Gastonia, North Carolina","Gastonia, North Carolina",1,2,freshqa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,293875.0195433409,rerun_24h,3,3,3,1
p_q_84e159d5_0,mixed_age_400,1,1,q_84e159d5,Who is the head coach for the team playing at Autzen Stadium?,What is the title of squad chairman at Autzen Stadium?,What is the title of squad chairman at Autzen Stadium?,Dan Lanning,Dan Lanning,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,175664.57768697524,rerun_24h,1,1,1,1
p_q_4bc25294_0,mixed_age_400,1,1,q_4bc25294,Who plays the position of third on Colin Hufman's current curling team?,Who is second on Colin Hufman now at curling?,Who is second on Colin Hufman now at curling?,Chris Plys,Chris Plys,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,285724.677435881,rerun_24h,1,1,1,1
p_q_196f0aca_2,mixed_age_400,1,1,q_196f0aca,When did the current manager of Stoke City F.C. begin their term?,What year was the previous president of Stoke City F.C.?,What year was the previous president of Stoke City F.C.?,December 2023,December 2023,1,3,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,317883.6337730304,rerun_24h,1,1,1,1
p_q_ba4e488d_3,mixed_age_400,1,1,q_ba4e488d,How did the current representative for Indiana's 9th congressional district come into office?,Could you explain the process of electing the new governor for Indiana's 9th congressional district?,Could you explain the process of electing the new governor for Indiana's 9th congressional district?,Elected in 2016. Re-elected in 2018. Re-elected in 2020. Retired.,Elected in 2016. Re-elected in 2018. Re-elected in 2020. Retired.,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,349341.5823689995,rerun_24h,2,2,1,0
p_q_d62648af_0,mixed_age_400,1,1,q_d62648af,What is the source or reference for the circumstances surrounding the most recent death of a journalist in Bangladesh?,Could you point us in the direction of supplementary information regarding the recent passing out of an American journalist in Bangladesh?,Could you point us in the direction of supplementary information regarding the recent passing out of an American journalist in Bangladesh?,IFJ,IFJ,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,310005.2000089504,rerun_24h,1,1,1,1
p_q_091c3460_2,mixed_age_400,1,1,q_091c3460,Which basketball team is the most recent runner-up in the Georgian Superliga?,What team was likely to finish as the runner-up in the Georgian Superliga?,What team was likely to finish as the runner-up in the Georgian Superliga?,BC Rustavi,BC Rustavi,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,179331.5645209775,rerun_24h,1,1,1,1
p_q_e192f364_1,mixed_age_400,1,1,q_e192f364,"Who is the individual known for cosplay, especially of the Joker character, that was incarcerated at the United States Penitentiary, Atlanta?","Among the aforementioned individuals, who is considered the person most of fart in this cosplay made by Joker, nonetheless in his jail cell at Atlanta's United States Penitentiary?","Among the aforementioned individuals, who is considered the person most of fart in this cosplay made by Joker, nonetheless in his jail cell at Atlanta's United States Penitentiary?","Alan Li, MD","Alan Li, MD",1,4,temporal_align_qa,2023,propagated from verified-faithful paraphrase,,SLOW,361884.5996995656,rerun_24h,2,2,2,1
p_q_bb9e40d6_0,mixed_age_400,1,1,q_bb9e40d6,Which team is the current champion of the Aruban Division di Honor?,Which squad is known for their speed in the Aruban Division di Honor?,Which squad is known for their speed in the Aruban Division di Honor?,RCA,RCA,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,374249.96541511326,rerun_24h,1,1,1,1
p_q_6f1acb10_3,mixed_age_400,1,1,q_6f1acb10,What is the playoffs result for the Western Conference regular season champion?,What is the league leader's selection criteria in the Western Conference playoffs?,What is the league leader's selection criteria in the Western Conference playoffs?,Lost first round,Lost first round,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,327056.9137501032,rerun_24h,1,1,1,1
p_q_53b66262_0,mixed_age_400,1,1,q_53b66262,Where is Tesla's headquarters?,To which location does Tesla devote their offices?,To which location does Tesla devote their offices?,"Austin, TX","Austin, TX",1,2,freshqa,before 2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,380511.2197673936,rerun_24h,2,1,1,1
p_q_a21594ce_0,mixed_age_400,1,1,q_a21594ce,Who is the lead in Colin Hufman's curling team?,Which player has the highest rank on Colin Hufman's team (curling)?,Which player has the highest rank on Colin Hufman's team (curling)?,John Landsteiner,John Landsteiner,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,280194.5556262115,rerun_24h,2,2,2,1
p_q_e5fcdad4_1,mixed_age_400,1,1,q_e5fcdad4,Who is the current kit manufacturer for Dundee United F.C.?,Who finally manufactures the outfit for Dundee United F.C.?,Who finally manufactures the outfit for Dundee United F.C.?,Macron,Macron,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,417265.6568441634,rerun_24h,2,2,2,1
p_q_594b8e7a_3,mixed_age_400,1,1,q_594b8e7a,What was the venue of the most recent game between the Brisbane Broncos and the North Queensland Cowboys?,Where was last year's Brisbane Broncos (North qbi) Cowboys rugby game played at?,Where was last year's Brisbane Broncos (North qbi) Cowboys rugby game played at?,Queensland Country Bank Stadium,Queensland Country Bank Stadium,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,331859.38404898305,rerun_24h,2,2,2,1
p_q_7946d4f3_0,mixed_age_400,1,1,q_7946d4f3,Who is the lead designer of the latest machine released by Stern Pinball?,Who is the consultant behind Stern Pinball's new product line?,Who is the consultant behind Stern Pinball's new product line?,Brian Eddy,Brian Eddy,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,550821.0771952259,rerun_24h,2,2,2,1
p_q_8ec920df_1,mixed_age_400,1,1,q_8ec920df,Which team is placed third in the American League West standings?,Who has secured the third spot in the American League West among fans?,Who has secured the third spot in the American League West among fans?,Seattle,Seattle,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,157345.39777860962,rerun_24h,1,1,1,1
p_q_83607c5d_3,mixed_age_400,1,1,q_83607c5d,In which series did Jenson Button most recently compete?,What is the date of last appearing Jenson Button in a series?,What is the date of last appearing Jenson Button in a series?,NASCAR Cup Series,NASCAR Cup Series,1,4,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,291812.6890162557,rerun_24h,1,1,1,1
p_q_51b242c2_3,mixed_age_400,1,1,q_51b242c2,Which cricket team won the Nottinghamshire Cricket Board Premier League most recently?,Nottinghamshire Cricket Board Premier League: Which team won?,Nottinghamshire Cricket Board Premier League: Which team won?,Cuckney,Cuckney,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,478205.42025623214,rerun_24h,1,1,1,1
p_q_624c6c50_2,mixed_age_400,1,1,q_624c6c50,Who received the Country Music Association Award for Male Vocalist of the Year?,What male singer was the recipient of this years Country Music Association Award?,What male singer was the recipient of this years Country Music Association Award?,Chris Stapleton,Chris Stapleton,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,543086.0181500004,rerun_24h,2,2,2,1
p_q_99c9cb7f_2,mixed_age_400,1,1,q_99c9cb7f,What is the name of the trainer who trained the most recent winner of the Christmas Hurdle?,Who was the instructor that steered last year's Christmas Hurdle ribbon?,Who was the instructor that steered last year's Christmas Hurdle ribbon?,Nicky Henderson,Nicky Henderson,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,216926.4306138014,rerun_24h,1,1,1,1
p_q_486683c8_3,mixed_age_400,1,1,q_486683c8,Which areas are included in the California's 10th congressional district as of now?,"Today, what cities are parts of the 10th congressional district in California?","Today, what cities are parts of the 10th congressional district in California?",2013–2023 300px Central Valley including Modesto and Tracy,2013–2023 300px Central Valley including Modesto and Tracy,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,305773.31982310856,rerun_24h,1,1,1,1
p_q_f331a4d9_1,mixed_age_400,1,1,q_f331a4d9,Which area does California's 12th congressional district currently cover?,What is the current size of California's 12th congressional district?,What is the current size of California's 12th congressional district?,2023–present 300px northwestern portion of Alameda County,2023–present 300px northwestern portion of Alameda County,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,332516.20908109576,rerun_24h,1,1,1,1
p_q_27293a94_1,mixed_age_400,1,1,q_27293a94,Who is the current President of Nigeria?,Do you know the name of the president who is running Nigeria?,Do you know the name of the president who is running Nigeria?,Bola Tinubu,Bola Tinubu,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,446586.63889438455,rerun_24h,1,1,1,1
p_q_e9a277e7_0,mixed_age_400,1,1,q_e9a277e7,Which hometown is the current Miss New Mexico from?,What is the location of Mrs. New Mexico's current hometown?,What is the location of Mrs. New Mexico's current hometown?,Las Cruces,Las Cruces,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,129283.26010913064,rerun_24h,1,1,1,1
p_q_94939cea_0,mixed_age_400,1,1,q_94939cea,Where was the final match of the Macedonian Football Cup held?,What was the site of last minute matches in Macedonian Football Cup?,What was the site of last minute matches in Macedonian Football Cup?,"Petar Miloševski Training Centre, Skopje","Petar Miloševski Training Centre, Skopje",1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,316561.30501207855,rerun_24h,1,1,1,1
p_q_3ac69f62_0,mixed_age_400,1,1,q_3ac69f62,Who is the current representative serving as the member of the legislative assembly for Pelabuhan Klang?,Who currently holds the seat in Assembly of Pelabuhan Klang?,Who currently holds the seat in Assembly of Pelabuhan Klang?,Azmizam Zaman Huri,Azmizam Zaman Huri,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,225257.84815374116,rerun_24h,1,1,1,1
p_q_70ab2a41_3,mixed_age_400,1,1,q_70ab2a41,Who is the current champion of the Italian National Time Trial Championships in the women's category?,Can you tell me the name of the women's champion in Italy during the National Time Trial Championships?,Can you tell me the name of the women's champion in Italy during the National Time Trial Championships?,Elisa Longo Borghini,Elisa Longo Borghini,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,462991.83303817426,rerun_24h,2,2,2,1
p_q_1ed44863_1,mixed_age_400,1,1,q_1ed44863,Who is the current representative for Louisiana's 4th congressional district?,Which individual holds the 4th congressional district in Louisiana?,Which individual holds the 4th congressional district in Louisiana?,Mike Johnson,Mike Johnson,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,308706.74234301026,rerun_24h,1,1,1,1
p_q_97b198d0_3,mixed_age_400,1,1,q_97b198d0,In which European Cup competition is Gloucester Rugby participating?,At which sporting event is Gloucester Rugby scheduled to compete in the European Cup?,At which sporting event is Gloucester Rugby scheduled to compete in the European Cup?,Champions Cup,Champions Cup,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,438063.14367921604,rerun_24h,2,2,2,1
p_q_c26ddee2_1,mixed_age_400,1,1,q_c26ddee2,What position does the most recent Michigan Wolverines baseball MLB player play?,What is the present position of the Michigan Wolverines baseball player?,What is the present position of the Michigan Wolverines baseball player?,Second Baseman,Second Baseman,1,3,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,583894.8726820375,rerun_24h,1,1,1,1
p_q_baf11e36_1,mixed_age_400,1,1,q_baf11e36,Which party does the current second deputy speaker of the Parliament of Finland represent?,The same party who currently appoints the second deputy speaker of Finland's Parliament?,The same party who currently appoints the second deputy speaker of Finland's Parliament?,Finns Party,Finns Party,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,263999.5871264739,rerun_24h,2,2,2,1
p_q_19e1347b_1,mixed_age_400,1,1,q_19e1347b,Where was the most recent Opening Day game for the Los Angeles Angels held?,Where did the last Los Angeles Angels Opening Day game take place?,Where did the last Los Angeles Angels Opening Day game take place?,RingCentral Coliseum,RingCentral Coliseum,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,278557.6669398998,rerun_24h,1,1,1,1
p_q_18279081_1,mixed_age_400,1,1,q_18279081,Who currently serves as the speaker of the Alaska House of Representatives?,Can you provide information about the speaker of the Alaska House of Representatives?,Can you provide information about the speaker of the Alaska House of Representatives?,Louise Stutes,Louise Stutes,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,553130.3201558955,rerun_24h,1,1,1,1
p_q_79daac81_2,mixed_age_400,1,1,q_79daac81,How many flights of the Space Launch System have been successfully launched?,How many launches have been made by the Space Launch System?,How many launches have been made by the Space Launch System?,1,1,1,2,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,302689.5948951503,rerun_24h,2,2,2,1
p_q_9654e28e_3,mixed_age_400,1,1,q_9654e28e,In which city was the latest BBL Championship Playoff final played?,What was the case scenario for the BBL Championship PlayOff final in which city?,What was the case scenario for the BBL Championship PlayOff final in which city?,London,London,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,597010.2390787746,rerun_24h,1,1,1,1
p_q_82fe96e1_2,mixed_age_400,1,1,q_82fe96e1,What is the best ever result by an African team at a FIFA World Cup?,"As far as an African team is concerned, which squad had the best finish in a global FIFA World Cup?","As far as an African team is concerned, which squad had the best finish in a global FIFA World Cup?",fourth-place,fourth-place,1,3,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,592814.5941018183,rerun_24h,1,1,1,1
p_q_aa6288cd_3,mixed_age_400,1,1,q_aa6288cd,Who is currently supplying kits for Bristol City F.C.?,Which organisations are furnishing the kits for Bristol City F.C. today?,Which organisations are furnishing the kits for Bristol City F.C. today?,Hummel,Hummel,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,403541.045149895,rerun_24h,2,2,2,1
p_q_57bc7dc8_2,mixed_age_400,1,1,q_57bc7dc8,Which brand and model of motorcycle won the Baja 500?,What is the title held by which motorcycle to win the Baja 500?,What is the title held by which motorcycle to win the Baja 500?,KTM,KTM,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,561828.5976514297,rerun_24h,1,1,1,1
p_q_ff4e04a5_0,mixed_age_400,1,1,q_ff4e04a5,What conference is the Penn Quakers men's ice hockey team competing in?,At which conference does the Penn Quakers men's ice hockey team take part?,At which conference does the Penn Quakers men's ice hockey team take part?,CSCHC,CSCHC,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,324074.6736965835,rerun_24h,2,2,2,1
p_q_e811a942_0,mixed_age_400,1,1,q_e811a942,Who is the current kit manufacturer of St Helens R.F.C.?,"The current producer of kits for St Helens R.F.C. is known, who?","The current producer of kits for St Helens R.F.C. is known, who?",O'Neills,O'Neills,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,356307.3749744673,rerun_24h,1,1,1,1
p_q_13dd3bf9_1,mixed_age_400,1,1,q_13dd3bf9,Who is the current British champion in triple jump for men?,What individual is the current British triple jump winner for men?,What individual is the current British triple jump winner for men?,Efe Uwaifo,Efe Uwaifo,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,284295.05304429296,rerun_24h,1,1,1,1
p_q_f1176491_2,mixed_age_400,1,1,q_f1176491,Who is the current member of the Legislative Assembly for Subang Jaya constituency?,Who has become the Legislative Assembly member for the Subang Jaya constituency?,Who has become the Legislative Assembly member for the Subang Jaya constituency?,Michelle Ng Mei Sze,Michelle Ng Mei Sze,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,509972.6228418898,rerun_24h,1,1,1,1
p_q_9679dc80_2,mixed_age_400,1,1,q_9679dc80,Who is the current cabinet minister in the Ministry of Medical Education (Maharashtra)?,"In the Ministry of Medical Education (Maharashtra), who is serving as the minister in cabinet?","In the Ministry of Medical Education (Maharashtra), who is serving as the minister in cabinet?",75px  Girish Mahajan,75px  Girish Mahajan,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,279407.2233618484,rerun_24h,1,1,1,1
p_q_3f541a35_3,mixed_age_400,1,1,q_3f541a35,Which university is hosting the ongoing UAAP season?,Which university is putting on the current UAAP season?,Which university is putting on the current UAAP season?,Adamson University,Adamson University,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,363383.65428042726,rerun_24h,1,1,1,1
p_q_9edf5bd2_1,mixed_age_400,1,1,q_9edf5bd2,Who is the Treasurer of the Commonwealth of Pennsylvania?,Who officially serves as the Treasurer of the Commonwealth of Pennsylvania?,Who officially serves as the Treasurer of the Commonwealth of Pennsylvania?,Stacy Garrity,Stacy Garrity,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,388309.5946715076,rerun_24h,1,1,1,1
p_q_88f50274_0,mixed_age_400,1,1,q_88f50274,Which team currently occupies fourth place in the American League Central?,Which team is currently in 4th place at the American League Central level?,Which team is currently in 4th place at the American League Central level?,Chicago White Sox,Chicago White Sox,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,595703.7939202203,rerun_24h,1,1,1,1
p_q_a84da252_0,mixed_age_400,1,1,q_a84da252,Which event was won most recently at Silverstone in the Formula One World Championship?,What event was last won in the Formula One World Championship at Silverstone?,What event was last won in the Formula One World Championship at Silverstone?,ARAMCO British Grand Prix,ARAMCO British Grand Prix,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,330235.4483235332,rerun_24h,1,1,1,1
p_q_3ee7411d_0,mixed_age_400,1,1,q_3ee7411d,Who is the current bench coach for the St. Louis Cardinals?,Who is the bench coach for the St. Louis Cardinals?,Who is the bench coach for the St. Louis Cardinals?,Joe McEwing,Joe McEwing,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,499917.92225617333,rerun_24h,1,1,1,1
p_q_9713cc4c_3,mixed_age_400,1,1,q_9713cc4c,What club does Lewandowski play for?,In which football club does Lewandowski currently serve as a player?,In which football club does Lewandowski currently serve as a player?,Barcelona,Barcelona,1,3,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,423639.0772827667,rerun_24h,2,1,1,1
p_q_b37330f1_1,mixed_age_400,1,1,q_b37330f1,Who is the current manager of the New York Mets?,The manager of the New York Mets is who?,The manager of the New York Mets is who?,Buck Showalter,Buck Showalter,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,239427.9340990848,rerun_24h,1,1,1,1
p_q_226ccc1f_3,mixed_age_400,1,1,q_226ccc1f,What is the latest release by Soulfly?,What is the newest song released by Soulfly?,What is the newest song released by Soulfly?,*Totem,*Totem,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,286204.6821959528,rerun_24h,2,2,2,1
p_q_3c3ee393_2,mixed_age_400,1,1,q_3c3ee393,Who is the current member of the Legislative Assembly for Lesser Slave Lake?,Who is currently serving in the Legislative Assembly of Lesser Slave Lake?,Who is currently serving in the Legislative Assembly of Lesser Slave Lake?,Pat Rehn,Pat Rehn,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,572366.718735917,rerun_24h,2,2,2,1
q_ac7fde07,mixed_age_400,1,0,q_ac7fde07,Who is the current IBF world welterweight champion?,,Who is the current IBF world welterweight champion?,Errol Spence Jr.,Errol Spence Jr.,1,3,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,192938.67594543536,rerun_24h,1,1,1,1
q_53e77e63,mixed_age_400,1,0,q_53e77e63,How many games are there in the Ace Attorney main series?,,How many games are there in the Ace Attorney main series?,6,6,1,2,freshqa,before 2022,,,SLOW,229748.32665208195,rerun_24h,4,3,3,1
q_13a1eaa3,mixed_age_400,1,0,q_13a1eaa3,Who is the current head coach of the Denver Nuggets?,,Who is the current head coach of the Denver Nuggets?,Michael Malone,Michael Malone,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,178298.86450916654,rerun_24h,1,1,1,1
q_2d965d45,mixed_age_400,1,0,q_2d965d45,Who is the current president of the Richmond Football Club?,,Who is the current president of the Richmond Football Club?,Brendon Gale,Brendon Gale,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,200938.51388945617,rerun_24h,1,1,1,1
q_0c7e44a5,mixed_age_400,1,0,q_0c7e44a5,Who is the current senator representing the Lagos West Senatorial District?,,Who is the current senator representing the Lagos West Senatorial District?,Oluranti Adebule,Oluranti Adebule,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,198833.49521296547,rerun_24h,2,2,2,1
q_16bfd035,mixed_age_400,1,0,q_16bfd035,Where was the final of the latest Derry Senior Football Championship held?,,Where was the final of the latest Derry Senior Football Championship held?,Celtic Park,Celtic Park,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,118256.95734506114,rerun_24h,1,1,1,1
q_498e07da,mixed_age_400,1,0,q_498e07da,Who currently represents New York's 22nd congressional district?,,Who currently represents New York's 22nd congressional district?,100px Brandon Williams,100px Brandon Williams,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,7180.822369733741,rerun_1h,2,2,2,1
q_f3175126,mixed_age_400,1,0,q_f3175126,Who is the current shirt sponsor of Derby County F.C.?,,Who is the current shirt sponsor of Derby County F.C.?,NSPCC,NSPCC,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,129119.48459153557,rerun_24h,1,1,1,1
q_56ebbb98,mixed_age_400,1,0,q_56ebbb98,How many podium finishes has Nicolas Lapierre had this season?,,How many podium finishes has Nicolas Lapierre had this season?,5,5,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,76566.06899934175,rerun_12h,1,1,1,1
